Year,Month,Antigen,Details,THARAKA DIST HOSP,NKODI DISP,KANYURU DISP,GATUNGA MISSION,KIBUNGA H/C,RUUNGU EAPC DISP,KATHANGACINI DISP,MUKOTHIMA H/C,THANANTU CLINIC,GACIONGO DISP,CHIAKARIGA H/C ,ST. ORSOLA HOSP,MATERI GIRLS ,KAMANYAKI DISP,TUNYAI DISP
2007,Oct,BCG,under 1 year,68,11,10,42,11,,21,45,1,,8,97,6,8,8
2007,Oct,BCG,above 1year,0,0,0,0,1,,0,1,0,,0,1,0,1,0
2007,Oct,DPT/Hep/B/Hib 1,under 1 year,39,27,16,55,32,,33,61,4,,5,83,15,8,15
2007,Oct,DPT/Hep/B/Hib 1,above 1year,0,0,0,0,0,,0,0,0,,0,0,0,0,0
2007,Oct,DPT/Hep/B/Hib 2,under 1 year,42,25,21,63,26,,28,56,4,,7,64,14,6,26
2007,Oct,DPT/Hep/B/Hib 2,above 1year,0,0,0,0,0,,1,0,0,,0,0,0,0,0
2007,Oct,DPT/Hep/B/Hib 3,under 1 year,44,18,24,53,18,,29,61,10,,9,68,9,11,10
2007,Oct,DPT/Hep/B/Hib 3,above 1year,1,0,0,0,5,,0,0,0,,0,0,0,0,0
2007,Oct,OPV (Birth dose),under 1 year,52,6,10,19,4,,21,17,1,,4,97,3,1,8
2007,Oct,OPV1,under 1 year,45,27,0,55,20,,33,42,4,,5,66,15,8,15
2007,Oct,OPV1,above 1year,2,0,0,0,1,,0,13,0,,0,0,0,0,0
2007,Oct,OPV2,under 1 year,36,25,21,63,13,,28,40,4,,7,50,14,6,28
2007,Oct,OPV2,above 1year,0,0,0,0,0,,0,0,0,,0,0,0,0,0
2007,Oct,OPV3,under 1 year,47,18,24,54,7,,29,40,10,,9,53,9,11,10
2007,Oct,OPV3,above 1year,0,0,0,0,1,,0,0,0,,0,0,0,0,0
2007,Oct,MEASLES,under 1 year,24,21,12,71,13,,23,46,8,,6,90,3,3,4
2007,Oct,MEASLES,above 1year,0,0,0,0,2,,0,1,2,,,8,0,1,0
2007,Oct,Yellow Fever,under 1 year,0,0,0,0,0,,0,0,0,,,0,0,0,0
2007,Oct,Yellow Fever,above 1year,0,0,0,0,0,,0,0,0,,,0,0,0,0
2007,Oct,Fully Immunized child (FIC),under 1 year,24,21,0,71,7,,29,46,8,,6,90,0,3,4
2007,Oct,Fully Immunized child (FIC),above 1year,0,0,0,0,1,,1,1,2,,0,8,0,1,0
2007,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,26,30,0,43,12,,51,18,12,,11,19,11,3,6
2007,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,29,9,0,21,11,,37,13,0,,7,13,2,1,0
2007,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,7,0,0,0,3,,20,9,0,,0,8,0,0,4
2007,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,76,0,0,0,8,,0,2,0,,0,7,0,1,22
2007,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,0,0,0,0,0,,0,7,0,,29,3,0,2,0
2007,Oct,VITAMIN A,"under 1 year(100,000 iu)",26,31,13,0,0,,20,,8,,3,0,0,5,0
2007,Oct,VITAMIN A,"above 1year(200,000 iu)",17,11,0,0,1,,6,,1,,5,0,0,10,0
2007,Oct,VITAMIN A,"lactating mothers(200,000 iu)",28,7,0,0,4,,0,,0,,7,0,0,2,0
2007,Nov,BCG,under 1 year,68,9,6,36,16,,25,50,0,4,2,84,10,3,17
2007,Nov,BCG,above 1year,5,0,0,0,0,,0,0,0,0,0,0,0,0,0
2007,Nov,DPT/Hep/B/Hib 1,under 1 year,41,17,14,49,16,,15,62,11,6,4,80,7,4,24
2007,Nov,DPT/Hep/B/Hib 1,above 1year,2,0,0,0,26,,0,0,7,0,0,0,0,0,0
2007,Nov,DPT/Hep/B/Hib 2,under 1 year,28,20,31,51,0,,38,78,3,6,3,78,13,4,15
2007,Nov,DPT/Hep/B/Hib 2,above 1year,0,0,0,0,27,,0,0,0,0,0,0,0,0,0
2007,Nov,DPT/Hep/B/Hib 3,under 1 year,45,13,19,54,0,,14,70,1,5,7,56,6,6,13
2007,Nov,DPT/Hep/B/Hib 3,above 1year,2,0,0,0,5,,0,0,0,0,0,0,0,0,0
2007,Nov,OPV (Birth dose),under 1 year,64,2,6,33,21,,10,17,0,0,1,78,5,2,9
2007,Nov,OPV1,under 1 year,43,17,14,49,0,,15,16,10,6,4,79,7,4,24
2007,Nov,OPV1,above 1year,2,0,2,0,30,,0,0,7,0,0,0,0,0,0
2007,Nov,OPV2,under 1 year,29,20,32,51,0,,38,65,2,6,3,78,15,4,15
2007,Nov,OPV2,above 1year,0,0,0,0,22,,0,0,1,0,0,0,0,0,0
2007,Nov,OPV3,under 1 year,46,13,21,54,0,,14,57,2,5,7,55,6,6,13
2007,Nov,OPV3,above 1year,6,0,0,0,0,,0,0,0,0,0,0,0,0,0
2007,Nov,MEASLES,under 1 year,22,10,23,33,21,,9,56,0,8,1,109,4,3,6
2007,Nov,MEASLES,above 1year,3,0,0,0,1,,0,0,4,0,0,1,0,0,0
2007,Nov,Yellow Fever,under 1 year,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2007,Nov,Yellow Fever,above 1year,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2007,Nov,Fully Immunized child (FIC),under 1 year,24,10,23,33,21,,9,68,0,8,1,109,4,3,6
2007,Nov,Fully Immunized child (FIC),above 1year,3,0,0,0,13,,0,0,0,0,0,1,1,0,0
2007,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,56,11,7,48,0,,4,21,0,3,8,18,12,1,6
2007,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,43,13,8,12,0,,0,28,0,1,8,12,3,7,3
2007,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,5,0,7,0,4,,42,4,0,0,0,5,0,0,14
2007,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,66,0,0,0,6,,0,0,0,7,0,9,0,4,35
2007,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,0,0,0,0,4,,0,6,0,0,34,4,0,9,0
2007,Nov,VITAMIN A,"under 1 year(100,000 iu)",57,34,41,0,6,,78,0,90,12,11,0,0,24,38
2007,Nov,VITAMIN A,"above 1year(200,000 iu)",112,235,94,0,3,,100,126,71,4,108,0,0,98,46
2007,Nov,VITAMIN A,"lactating mothers(200,000 iu)",62,2,137,0,3,,0,0,45,0,5,0,0,3,13
2007,Dec,BCG,under 1 year,70,11,14,37,,,17,23,4,8,4,88,6,3,4
2007,Dec,BCG,above 1year,1,2,0,0,,,0,0,0,5,0,0,0,0,0
2007,Dec,DPT/Hep/B/Hib 1,under 1 year,26,15,14,46,,,21,33,6,13,2,45,11,6,26
2007,Dec,DPT/Hep/B/Hib 1,above 1year,3,1,0,0,,,0,0,0,1,0,0,0,0,0
2007,Dec,DPT/Hep/B/Hib 2,under 1 year,22,18,6,40,,,20,48,5,7,7,57,12,8,20
2007,Dec,DPT/Hep/B/Hib 2,above 1year,0,2,0,0,,,0,0,0,1,0,0,0,0,0
2007,Dec,DPT/Hep/B/Hib 3,under 1 year,28,16,17,44,,,19,66,7,4,3,59,17,5,13
2007,Dec,DPT/Hep/B/Hib 3,above 1year,1,1,0,0,,,0,0,0,0,0,0,0,0,0
2007,Dec,OPV (Birth dose),under 1 year,70,9,8,32,,,12,2,4,0,4,85,2,2,4
2007,Dec,OPV1,under 1 year,23,15,14,46,,,26,40,6,18,2,45,11,6,26
2007,Dec,OPV1,above 1year,4,3,1,0,,,0,0,0,3,0,0,0,0,0
2007,Dec,OPV2,under 1 year,25,18,7,40,,,20,54,5,6,7,61,12,8,20
2007,Dec,OPV2,above 1year,0,2,0,0,,,0,0,0,1,0,0,0,0,0
2007,Dec,OPV3,under 1 year,29,16,17,44,,,17,42,7,3,3,68,17,5,13
2007,Dec,OPV3,above 1year,2,1,0,0,,,0,0,0,0,0,0,0,0,0
2007,Dec,MEASLES,under 1 year,31,12,13,36,,,13,27,8,3,1,96,7,2,4
2007,Dec,MEASLES,above 1year,1,14,0,0,,,0,0,0,1,0,1,0,0,1
2007,Dec,Yellow Fever,under 1 year,0,0,0,0,,,0,0,0,0,0,0,0,0,0
2007,Dec,Yellow Fever,above 1year,0,0,0,0,,,0,0,0,0,0,0,0,0,0
2007,Dec,Fully Immunized child (FIC),under 1 year,31,12,13,36,,,13,31,8,3,1,88,7,2,2
2007,Dec,Fully Immunized child (FIC),above 1year,1,4,0,0,,,0,0,0,1,0,1,0,0,1
2007,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,13,25,32,42,,,26,42,3,0,15,41,6,5,4
2007,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,25,16,98,89,,,20,29,4,0,5,15,1,0,3
2007,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,4,0,,0,,,36,2,4,0,0,19,0,1,6
2007,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,55,0,,0,,,0,2,10,0,0,4,0,0,22
2007,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,0,0,,0,,,3,12,,0,20,1,0,0,0
2007,Dec,VITAMIN A,"under 1 year(100,000 iu)",35,25,5,0,,,,,9,23,1,88,0,3,2
2007,Dec,VITAMIN A,"above 1year(200,000 iu)",24,15,5,0,,,,,2,101,0,1,0,43,
2007,Dec,VITAMIN A,"lactating mothers(200,000 iu)",76,9,16,0,,,,,,62,3,,,3,
2008,Jan,BCG,under 1 year,97,25,23,42,30,,18,60,9,21,2,93,17,8,11
2008,Jan,BCG,above 1year,0,0,0,0,1,,0,0,0,15,0,1,0,0,0
2008,Jan,DPT/Hep/B/Hib 1,under 1 year,35,22,25,54,27,,17,78,10,27,8,76,18,7,21
2008,Jan,DPT/Hep/B/Hib 1,above 1year,0,0,0,0,0,,0,0,0,14,0,0,0,0,0
2008,Jan,DPT/Hep/B/Hib 2,under 1 year,35,19,15,59,21,,20,44,7,16,1,67,13,3,21
2008,Jan,DPT/Hep/B/Hib 2,above 1year,3,0,0,0,0,,0,0,0,0,0,0,0,0,0
2008,Jan,DPT/Hep/B/Hib 3,under 1 year,39,23,15,40,24,,30,76,5,9,8,79,12,1,20
2008,Jan,DPT/Hep/B/Hib 3,above 1year,0,1,0,0,0,,0,3,0,2,0,0,0,0,0
2008,Jan,OPV (Birth dose),under 1 year,87,17,12,41,9,,12,9,0,1,2,40,6,2,8
2008,Jan,OPV1,under 1 year,35,22,21,54,8,,17,59,10,23,8,63,13,8,21
2008,Jan,OPV1,above 1year,0,0,0,0,0,,0,0,0,11,0,0,0,0,0
2008,Jan,OPV2,under 1 year,37,19,19,59,12,,20,50,7,15,1,62,9,2,21
2008,Jan,OPV2,above 1year,0,0,0,0,0,,0,0,0,2,0,0,0,0,0
2008,Jan,OPV3,under 1 year,35,23,11,44,10,,30,52,5,8,8,76,12,1,20
2008,Jan,OPV3,above 1year,0,1,0,0,0,,0,0,0,1,0,0,0,0,0
2008,Jan,MEASLES,under 1 year,32,25,16,39,30,,15,58,4,13,1,98,21,1,6
2008,Jan,MEASLES,above 1year,0,0,0,0,1,,0,4,0,24,0,9,0,0,0
2008,Jan,Yellow Fever,under 1 year,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2008,Jan,Yellow Fever,above 1year,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2008,Jan,Fully Immunized child (FIC),under 1 year,32,25,16,39,22,,15,37,4,6,1,98,15,1,6
2008,Jan,Fully Immunized child (FIC),above 1year,0,0,0,0,1,,0,0,0,9,0,7,0,1,0
2008,Jan,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,75,19,0,69,14,,8,32,11,0,18,34,10,0,15
2008,Jan,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,31,19,0,54,21,,0,35,0,0,1,9,0,7,3
2008,Jan,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,7,0,0,0,3,,25,39,2,0,0,14,0,6,0
2008,Jan,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,107,0,0,0,0,,0,23,0,0,0,19,0,0,11
2008,Jan,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,0,0,0,0,0,,0,4,9,0,13,8,0,0,0
2008,Jan,VITAMIN A,"under 1 year(100,000 iu)",38,11,18,0,3,,15,0,7,18,4,102,17,6,18
2008,Jan,VITAMIN A,"above 1year(200,000 iu)",21,24,13,0,2,,0,0,1,112,4,5,1,13,21
2008,Jan,VITAMIN A,"lactating mothers(200,000 iu)",92,16,36,0,5,,0,0,0,86,0,0,0,2,5
2008,Feb,BCG,under 1 year,72,5,15,26,25,,33,,,17,2,127,,9,7
2008,Feb,BCG,above 1year,0,1,,0,1,,0,,,7,0,0,,0,2
2008,Feb,DPT/Hep/B/Hib 1,under 1 year,43,21,23,52,32,,49,,,22,6,68,,5,15
2008,Feb,DPT/Hep/B/Hib 1,above 1year,0,0,,0,0,,0,,,9,0,0,,0,0
2008,Feb,DPT/Hep/B/Hib 2,under 1 year,34,21,30,45,32,,25,,,11,8,82,,7,13
2008,Feb,DPT/Hep/B/Hib 2,above 1year,0,0,,0,,,0,,,1,0,0,,0,0
2008,Feb,DPT/Hep/B/Hib 3,under 1 year,35,15,18,42,22,,20,,,12,1,84,,6,14
2008,Feb,DPT/Hep/B/Hib 3,above 1year,0,0,,0,,,0,,,2,0,0,,0,0
2008,Feb,OPV (Birth dose),under 1 year,71,4,9,26,3,,11,,,6,1,127,,2,2
2008,Feb,OPV1,under 1 year,42,21,23,52,33,,49,,,20,6,68,,5,17
2008,Feb,OPV1,above 1year,0,0,,0,,,0,,,6,0,0,,0,0
2008,Feb,OPV2,under 1 year,35,21,29,45,21,,25,,,19,8,82,,7,13
2008,Feb,OPV2,above 1year,0,0,,0,0,,0,,,3,0,0,,0,0
2008,Feb,OPV3,under 1 year,30,15,17,42,10,,20,,,11,1,84,,6,14
2008,Feb,OPV3,above 1year,0,0,,0,,,0,,,2,0,0,,0,0
2008,Feb,MEASLES,under 1 year,40,11,21,38,16,,15,,,3,5,106,,2,6
2008,Feb,MEASLES,above 1year,1,1,,0,1,,,,,13,0,0,,0,0
2008,Feb,Yellow Fever,under 1 year,0,0,,0,,,,,,,0,0,,0,0
2008,Feb,Yellow Fever,above 1year,0,0,,0,,,,,,,0,0,,0,0
2008,Feb,Fully Immunized child (FIC),under 1 year,40,11,21,38,16,,,,,2,5,106,,2,6
2008,Feb,Fully Immunized child (FIC),above 1year,1,1,,0,1,,,,,5,0,,,0,0
2008,Feb,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,82,24,,61,15,,29,,,13,7,,,9,9
2008,Feb,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,50,12,,41,30,,2,,,,3,,,4,1
2008,Feb,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,22,,,,,,4,,,,0,,,2,4
2008,Feb,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,93,,,,,,,,,,35,,,0,25
2008,Feb,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,0,,,,,,,,,,0,,,0,0
2008,Feb,VITAMIN A,"under 1 year(100,000 iu)",51,22,32,,8,,31,,,35,7,106,,11,39
2008,Feb,VITAMIN A,"above 1year(200,000 iu)",19,39,27,,,,42,,,127,25,,,32,77
2008,Feb,VITAMIN A,"lactating mothers(200,000 iu)",74,7,27,,,,,,,87,4,25,,7,2
2008,Mar,BCG,under 1 year,57,11,8,71,10,,24,58,3,11,4,79,11,6,9
2008,Mar,BCG,above 1year,0,,,,1,,0,0,,1,,0,0,0,0
2008,Mar,DPT/Hep/B/Hib 1,under 1 year,19,21,24,74,33,,20,50,4,24,5,72,13,6,9
2008,Mar,DPT/Hep/B/Hib 1,above 1year,2,1,,,1,,0,,,0,,0,0,0,0
2008,Mar,DPT/Hep/B/Hib 2,under 1 year,45,15,26,97,26,,20,41,5,17,10,77,7,4,11
2008,Mar,DPT/Hep/B/Hib 2,above 1year,0,,,,0,,0,0,,1,,0,0,0,0
2008,Mar,DPT/Hep/B/Hib 3,under 1 year,28,13,26,94,6,,25,66,3,10,3,90,20,8,7
2008,Mar,DPT/Hep/B/Hib 3,above 1year,0,,,,34,,0,0,,1,1,0,0,0,0
2008,Mar,OPV (Birth dose),under 1 year,51,6,8,51,1,,19,17,4,5,4,64,2,1,3
2008,Mar,OPV1,under 1 year,13,21,24,76,37,,24,51,,22,5,67,13,6,9
2008,Mar,OPV1,above 1year,3,,,,26,,0,0,5,0,,0,0,0,0
2008,Mar,OPV2,under 1 year,43,15,26,97,0,,20,43,,21,10,77,7,4,11
2008,Mar,OPV2,above 1year,0,,,,16,,0,0,15,1,,0,0,0,0
2008,Mar,OPV3,under 1 year,29,13,27,94,3,,25,46,,10,3,90,20,8,7
2008,Mar,OPV3,above 1year,0,,,,,,0,0,,1,1,0,0,,0
2008,Mar,MEASLES,under 1 year,28,15,18,35,,,10,46,,7,7,81,8,,4
2008,Mar,MEASLES,above 1year,1,,1,,,,0,,15,2,,0,0,,0
2008,Mar,Yellow Fever,under 1 year,0,,,,,,0,,,,,,0,,0
2008,Mar,Yellow Fever,above 1year,0,,,,,,0,,,,0,,0,,0
2008,Mar,Fully Immunized child (FIC),under 1 year,28,15,18,,16,,14,41,15,5,7,81,8,,
2008,Mar,Fully Immunized child (FIC),above 1year,1,,1,,3,,0,0,,1,,,0,,4
2008,Mar,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,45,16,,35,13,,32,30,3,17,8,,26,5,0
2008,Mar,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,30,23,,13,7,,24,32,,,4,,6,4,14
2008,Mar,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,1,,,,3,,,11,,,,,,5,10
2008,Mar,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,0,,,,,,,5,18,,,,,,7
2008,Mar,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,0,,,,,,,6,,,,,,,11
2008,Mar,VITAMIN A,"under 1 year(100,000 iu)",20,15,11,,6,,,,2,,25,37,7,3,
2008,Mar,VITAMIN A,"above 1year(200,000 iu)",39,17,,,,,26,,2,30,12,,1,27,
2008,Mar,VITAMIN A,"lactating mothers(200,000 iu)",53,,22,,,,17,,,74,39,,,5,10
2008,Apr,BCG,under 1 year,94,9,6,26,15,6,32,59,2,25,7,118,16,2,7
2008,Apr,BCG,above 1year,,,,,1,,,,,5,,1,,,
2008,Apr,DPT/Hep/B/Hib 1,under 1 year,32,14,8,39,18,8,34,70,6,32,7,60,17,10,15
2008,Apr,DPT/Hep/B/Hib 1,above 1year,,,,,0,,,,,3,,,,,
2008,Apr,DPT/Hep/B/Hib 2,under 1 year,26,18,23,41,44,7,18,65,7,21,8,75,10,4,3
2008,Apr,DPT/Hep/B/Hib 2,above 1year,2,1,,,0,,,,,0,,,,,
2008,Apr,DPT/Hep/B/Hib 3,under 1 year,41,8,15,52,26,5,28,70,13,19,10,75,10,4,9
2008,Apr,DPT/Hep/B/Hib 3,above 1year,,1,,,0,,,,,1,2,,,,
2008,Apr,OPV (Birth dose),under 1 year,91,3,6,25,8,3,32,15,2,5,5,107,6,,3
2008,Apr,OPV1,under 1 year,32,14,8,39,16,8,34,73,6,33,7,60,17,10,12
2008,Apr,OPV1,above 1year,,,,,0,,,,,3,,,,,
2008,Apr,OPV2,under 1 year,27,18,23,41,18,6,18,56,7,25,8,75,10,4,6
2008,Apr,OPV2,above 1year,1,1,,,0,,,,,0,,,,,1
2008,Apr,OPV3,under 1 year,41,8,15,52,33,6,28,39,3,18,10,75,11,4,8
2008,Apr,OPV3,above 1year,,,,,,,,,,1,2,,,,
2008,Apr,MEASLES,under 1 year,37,11,12,44,22,6,23,39,5,15,6,99,2,1,7
2008,Apr,MEASLES,above 1year,1,,,,,,,,,7,1,,,,2
2008,Apr,Yellow Fever,under 1 year,,,,,,,,,,,,,,,
2008,Apr,Yellow Fever,above 1year,,,,,,,,,,,,,,,
2008,Apr,Fully Immunized child (FIC),under 1 year,37,11,12,44,22,5,27,45,5,13,6,99,2,1,7
2008,Apr,Fully Immunized child (FIC),above 1year,,,,,0,,23,,,3,1,,,,3
2008,Apr,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,35,14,3,59,26,2,36,24,5,3,11,,8,8,3
2008,Apr,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,59,13,1,38,10,6,43,18,,,0,,,4,3
2008,Apr,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,24,,4,,,,,9,,,,,,,4
2008,Apr,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,,,2,,,,,2,14,,,,,,11
2008,Apr,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,,,1,,,,,,,,,,,1,
2008,Apr,VITAMIN A,"under 1 year(100,000 iu)",42,9,6,,2,11,51,,5,26,10,69,11,10,16
2008,Apr,VITAMIN A,"above 1year(200,000 iu)",20,14,8,,2,,18,,,59,34,,3,21,62
2008,Apr,VITAMIN A,"lactating mothers(200,000 iu)",99,3,10,,,2,,,,39,2,,,2,
2008,May,BCG,under 1 year,72,10,16,35,26,,22,49,4,6,9,143,0,4,
2008,May,BCG,above 1year,,,1,,,,0,,,0,,,,0,
2008,May,DPT/Hep/B/Hib 1,under 1 year,26,14,19,44,17,,36,65,7,27,6,76,14,7,
2008,May,DPT/Hep/B/Hib 1,above 1year,,,1,,4,,0,,,2,,,,0,
2008,May,DPT/Hep/B/Hib 2,under 1 year,35,14,24,66,39,,38,52,2,18,4,92,11,6,
2008,May,DPT/Hep/B/Hib 2,above 1year,,,,,1,,,,,0,,,,0,
2008,May,DPT/Hep/B/Hib 3,under 1 year,23,13,24,40,40,,26,58,5,23,5,85,11,4,
2008,May,DPT/Hep/B/Hib 3,above 1year,,,,,,,,,,0,1,,,0,
2008,May,OPV (Birth dose),under 1 year,69,3,3,33,14,,24,10,4,4,5,143,,2,2
2008,May,OPV1,under 1 year,26,14,19,45,23,,36,66,7,25,6,76,14,7,7
2008,May,OPV1,above 1year,,,,,,,,,,2,,,,0,
2008,May,OPV2,under 1 year,35,14,24,55,40,,38,57,2,25,4,92,11,6,6
2008,May,OPV2,above 1year,,,,,,,,,,0,,,,0,
2008,May,OPV3,under 1 year,24,13,25,54,38,,26,67,5,23,5,85,11,4,4
2008,May,OPV3,above 1year,,,,,,,,,,0,1,,,0,
2008,May,MEASLES,under 1 year,44,13,25,52,28,,20,37,15,15,3,131,11,5,5
2008,May,MEASLES,above 1year,1,,1,,,,,,,10,1,,,0,
2008,May,Yellow Fever,under 1 year,,,,,,,,,,,,,,,
2008,May,Yellow Fever,above 1year,,,,,,,,,,,,,,,
2008,May,Fully Immunized child (FIC),under 1 year,44,13,25,52,28,,20,41,,14,3,131,11,5,5
2008,May,Fully Immunized child (FIC),above 1year,1,,1,,,,,,,8,1,,,0,
2008,May,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,64,16,6,62,13,,18,23,6,15,15,31,12,10,10
2008,May,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,39,12,22,47,10,,6,23,,,6,18,2,4,4
2008,May,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,24,,12,,,,,21,,,,14,,,
2008,May,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,,,,,,,,,9,,,11,,,
2008,May,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,,,,,,,22,,,,33,16,,,
2008,May,VITAMIN A,"under 1 year(100,000 iu)",23,2,34,,26,,72,146,142,9,20,83,17,19,19
2008,May,VITAMIN A,"above 1year(200,000 iu)",107,17,61,,15,,198,51,158,28,78,,9,135,135
2008,May,VITAMIN A,"lactating mothers(200,000 iu)",95,5,47,,,,202,,,24,2,,,5,5
2008,Jun,BCG,under 1 year,68,11,16,38,31,26,52,104,2,15,4,109,14,5,7
2008,Jun,BCG,above 1year,2,,,,1,2,0,,,0,,2,,,
2008,Jun,DPT/Hep/B/Hib 1,under 1 year,39,18,20,43,36,28,38,93,7,7,7,62,25,7,8
2008,Jun,DPT/Hep/B/Hib 1,above 1year,0,,,,1,4,0,,,4,,0,,,
2008,Jun,DPT/Hep/B/Hib 2,under 1 year,26,17,14,49,38,18,31,77,4,20,3,95,14,4,5
2008,Jun,DPT/Hep/B/Hib 2,above 1year,0,,,,0,3,0,,,1,,0,,,
2008,Jun,DPT/Hep/B/Hib 3,under 1 year,34,19,13,44,18,17,38,65,10,9,2,77,12,5,5
2008,Jun,DPT/Hep/B/Hib 3,above 1year,0,,,,0,0,0,,,2,,0,,,
2008,Jun,OPV (Birth dose),under 1 year,57,8,8,27,19,0,16,16,2,4,4,101,2,1,5
2008,Jun,OPV1,under 1 year,39,18,18,43,13,28,38,102,7,8,7,64,25,7,8
2008,Jun,OPV1,above 1year,0,,,,0,3,0,,,2,,1,,,
2008,Jun,OPV2,under 1 year,26,17,14,49,36,19,31,60,4,19,3,91,14,4,4
2008,Jun,OPV2,above 1year,0,,,,0,4,0,,,0,,0,,,
2008,Jun,OPV3,under 1 year,34,19,14,44,20,17,38,71,10,12,2,77,12,5,4
2008,Jun,OPV3,above 1year,0,,,,0,6,0,,,1,,0,,,
2008,Jun,MEASLES,under 1 year,29,19,10,46,32,19,27,59,15,8,,116,10,1,3
2008,Jun,MEASLES,above 1year,2,,,,14,6,0,,2,2,1,,,,1
2008,Jun,Yellow Fever,under 1 year,,,,,0,,,,,,,,,,
2008,Jun,Yellow Fever,above 1year,,,,,0,,,,,,,,,,
2008,Jun,Fully Immunized child (FIC),under 1 year,29,19,10,46,28,3,27,54,15,,,116,10,1,3
2008,Jun,Fully Immunized child (FIC),above 1year,0,,1,,16,,0,,,,1,,,,1
2008,Jun,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,23,26,30,62,6,1,0,46,11,,11,47,7,3,8
2008,Jun,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,32,7,17,39,6,2,34,30,,,8,15,4,2,4
2008,Jun,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,51,,6,,0,,25,13,15,,,12,2,7,
2008,Jun,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,16,,8,,,,5,14,,,,10,,,12
2008,Jun,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,4,,9,,,,0,6,,,,11,,3,
2008,Jun,VITAMIN A,"under 1 year(100,000 iu)",40,16,18,,112,23,41,,18,14,23,66,4,13,24
2008,Jun,VITAMIN A,"above 1year(200,000 iu)",31,9,29,,75,27,47,,2,38,9,,4,17,54
2008,Jun,VITAMIN A,"lactating mothers(200,000 iu)",71,5,11,,,5,0,,,18,31,1,1,5,4
2008,Jul,BCG,under 1 year,96,17,6,37,15,26,25,72,2,8,10,106,15,6,8
2008,Jul,BCG,above 1year,1,0,0,0,1,2,0,1,0,0,0,2,0,0,0
2008,Jul,DPT/Hep/B/Hib 1,under 1 year,36,17,11,39,27,29,43,65,12,12,6,70,19,7,16
2008,Jul,DPT/Hep/B/Hib 1,above 1year,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0
2008,Jul,DPT/Hep/B/Hib 2,under 1 year,47,17,13,45,26,22,51,90,13,12,4,87,26,6,8
