year,Month,DISEASES,CHIAKARIGA HC GOK,GACIONGO DISP GOK,GATUNGA DISP MISSION,JOSAN DISP PRIVATE,KAGENI DISP PRIVATE,KAMANYAKI DISP GOK,KAMWATHU,KANYURU DISP GOK,KATHANGACINI DISP,KIBUNGA H/C,MATERI GIRLS DISP MISSION,MUGAS CLINIC,MUKOTHIMA HC MISSION,NKONDI DISP GOK,RUUNGU DISP MISSION,ST ORSOLA HOSP MISSION,SUNSHINE CLINIC,THANANTU DISP NGO,THARAKA DIST HOSP,TUNYAI DISP GOK
2006,MAY,Neoplasms,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Dis. Of blood & blood forming organs,0,,,,,,,,,,,,,,,,,,,
2006,MAY,mental Disorders,0,,,,,,,,,,,,,,,5.0,,,2.0,3
2006,MAY,Dental disorders,67,,3.0,,14.0,5.0,,10.0,18,9,7.0,,,6.0,,4.0,,35.0,5.0,6
2006,MAY,Dis. Of the skin,95,,44.0,,13.0,48.0,,13.0,27,9,154.0,,10,97.0,,124.0,,36.0,93.0,120
2006,MAY,Rheumatisim,33,,31.0,,,30.0,,36.0,,67,134.0,,,50.0,,122.0,,33.0,40.0,17
2006,MAY,Congential Anomalis,0,,1.0,,,,,,,,,,,,,,,,,1
2006,MAY,Pyrexia of unknown origin,0,,1.0,,,,,,,,,,,,,,,,,
2006,MAY,Poisoning,2,,,,1.0,,,,1,,,,,,,,,,,
2006,MAY,Accidents ( fructures & Burns),21,,8.0,,14.0,,,8.0,4,,,,3,22.0,,,,,16.0,
2006,MAY,Typhoid ,58,,,,4.0,,,,24,,,,8,,,,,22.0,,
2006,MAY,Amebiasis,15,,,,15.0,,,,,,,,,,,,,,,
2006,MAY,Diabetes,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Epilepsy,0,,,,,,,,,,,,,,,,,,,
2006,MAY,SYPHILIS,0,,,,,,,,,,,,,,,,,,,
2006,MAY,HIV ,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Assault,2,,,,,,,,2,1,,,,,,5.0,,,39.0,
2006,MAY,Snake bite,0,,2.0,,,,,,,59,,,,,,,,,,
2006,MAY,Other bites,0,,,,,,,,,8,,,,,,,,,,
2006,MAY,All other diseases,151,,29.0,,4.0,29.0,,77.0,29,140,4.0,,95,107.0,,55.0,,23.0,194.0,441
2006,MAY,TOTAL NEW CASES,2284,,807.0,,354.0,506.0,,848.0,695,1862,1947.0,,645,1920.0,,2634.0,,442.0,2377.0,1836
2006,MAY,Re-attendances(Re-visits),238,,210.0,,46.0,43.0,,271.0,81,249,336.0,,98,381.0,,522.0,,13.0,543.0,226
2006,MAY,REFERRALS,1,,,,1.0,1.0,,4.0,,12,9.0,,,,,9.0,,,,
2006,MAY,No. of first Attendances,344,,447.0,,240.0,17.0,,504.0,,1334,1055.0,,,733.0,,991.0,,,1445.0,1473
2006,MAY,Avrage dis. per Attendance,0,,,,,,,,,,32.0,,,,,,,,,
2006,JUN,Diarhoheal Diseases,68,0,9.0,0.0,7.0,0.0,,1.0,29,59,10.0,,53,11.0,0,15.0,,8.0,25.0,77
2006,JUN,Tuberculosis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,3.0,,0.0,0.0,0
2006,JUN,Leprosy,0,0,0.0,0.0,0.0,,,0.0,0,0,0.0,,0,0.0,0,1.0,,0.0,0.0,0
2006,JUN,Whoopng Cough,0,0,0.0,0.0,0.0,,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUN,Meningitis,0,0,0.0,0.0,0.0,,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUN,Tetenus,0,0,0.0,0.0,0.0,,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUN,Poliomyelitis,0,0,0.0,0.0,0.0,,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUN,chicken Pox,7,0,0.0,0.0,0.0,,,1.0,0,7,0.0,,0,2.0,0,3.0,,0.0,2.0,0
2006,JUN,Measles,0,0,0.0,0.0,3.0,2.0,,0.0,0,23,0.0,,0,1.0,0,3.0,,0.0,7.0,1
2006,JUN,Infections Hepatitis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,3.0,,0.0,0.0,0
2006,JUN,Mumps,30,0,0.0,0.0,0.0,9.0,,4.0,0,15,0.0,,0,0.0,0,8.0,,0.0,1.0,32
2006,JUN,Malaria,1100,0,241.0,0.0,157.0,426.0,,691.0,261,832,201.0,,209,1045.0,0,302.0,,56.0,842.0,695
2006,JUN,Gonorrhea,2,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,1,0.0,0,1.0,,0.0,0.0,5
2006,JUN,Urinary Tract Infections,18,0,11.0,0.0,9.0,3.0,,14.0,1,2,0.0,,5,12.0,0,34.0,,6.0,13.0,9
2006,JUN,Bilharzia,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,1.0,0.0,0
2006,JUN,Intestinal Worms,240,0,88.0,0.0,23.0,157.0,,183.0,52,137,36.0,,66,287.0,0,213.0,,9.0,55.0,184
2006,JUN,Malnutrition,0,0,0.0,0.0,0.0,0.0,,0.0,9,0,0.0,,0,0.0,0,0.0,,1.0,0.0,1
2006,JUN,Anaemia,2,0,0.0,0.0,0.0,0.0,,0.0,1,0,0.0,,3,0.0,0,4.0,,0.0,1.0,36
2006,JUN,Eye Infections,35,0,11.0,0.0,4.0,18.0,,24.0,15,59,7.0,,15,44.0,0,31.0,,2.0,10.0,35
2006,JUN,Cataract,0,0,0.0,0.0,0.0,1.0,,0.0,0,1,0.0,,0,0.0,0,0.0,,0.0,1.0,0
2006,JUN,ear infectins,53,0,5.0,0.0,2.0,6.0,,28.0,12,55,11.0,,14,16.0,0,42.0,,1.0,17.0,59
2006,JUN,Dis. Of circulatory systems,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUN,Dis of Respiratory systems,539,0,95.0,0.0,37.0,157.0,,272.0,274,474,80.0,,73,667.0,0,328.0,,12.0,767.0,398
2006,JUN,Pneumonia,71,0,0.0,0.0,7.0,1.0,,0.0,31,165,20.0,,18,6.0,0,18.0,,0.0,12.0,139
2006,JUN,Abortion,0,0,2.0,0.0,0.0,0.0,,0.0,0,2,0.0,,0,0.0,0,4.0,,0.0,3.0,5
2006,JUN,Dis. Of peuperium & child birth,1,0,1.0,0.0,0.0,1.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,18
2006,JUN,Neoplasms,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUN,Dis. Of blood & blood forming organs,3,0,1.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,2.0,0.0,0
2006,JUN,mental Disorders,3,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,6.0,2
2006,JUN,Dental disorders,4,0,1.0,0.0,17.0,10.0,,16.0,7,6,4.0,,0,15.0,0,3.0,,5.0,8.0,16
2006,JUN,Dis. Of the skin,117,0,47.0,0.0,15.0,37.0,,33.0,0,27,50.0,,17,66.0,0,109.0,,0.0,84.0,104
2006,JUN,Rheumatisim,94,0,6.0,0.0,34.0,40.0,,122.0,47,71,23.0,,18,87.0,0,16.0,,6.0,30.0,110
2006,JUN,Congential Anomalis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUN,Pyrexia of unknown origin,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUN,Poisoning,0,0,0.0,0.0,0.0,0.0,,0.0,0,2,0.0,,0,0.0,0,2.0,,1.0,0.0,0
2006,JUN,Accidents ( fructures & Burns),36,0,6.0,0.0,3.0,21.0,,10.0,6,21,2.0,,6,24.0,0,41.0,,2.0,17.0,36
2006,JUN,Typhoid ,0,0,0.0,0.0,9.0,1.0,,0.0,3,57,0.0,,7,0.0,0,0.0,,23.0,0.0,12
2006,JUN,Amebiasis,0,0,0.0,0.0,15.0,,,0.0,0,0,,,0,0.0,0,,,0.0,0.0,
2006,JUN,Diabetes,0,0,0.0,0.0,0.0,,,0.0,0,0,,,0,0.0,0,,,0.0,0.0,
2006,JUN,Epilepsy,0,0,0.0,0.0,0.0,,,0.0,0,0,,,0,0.0,0,,,0.0,0.0,
2006,JUN,SYPHILIS,0,0,0.0,0.0,0.0,,,0.0,0,0,,,0,0.0,0,,,0.0,0.0,
2006,JUN,HIV ,0,0,0.0,0.0,0.0,,,0.0,0,0,,,0,0.0,0,,,0.0,0.0,
2006,JUN,Assault,9,0,0.0,0.0,0.0,,,0.0,1,0,,,0,0.0,0,,,0.0,42.0,20
2006,JUN,Snake bite,0,0,0.0,0.0,0.0,1.0,,0.0,0,0,,,0,0.0,0,,,0.0,0.0,
2006,JUN,Other bites,0,0,0.0,0.0,0.0,,,0.0,2,2,,,0,0.0,0,,,0.0,0.0,
2006,JUN,All other diseases,78,0,40.0,0.0,3.0,4.0,,122.0,90,261,22.0,,91,150.0,0,403.0,,14.0,140.0,23
2006,JUN,TOTAL NEW CASES,2515,0,519.0,0.0,353.0,899.0,,1517.0,826,2276,461.0,,600,2430.0,0,1587.0,,149.0,2084.0,2034
2006,JUN,Re-attendances(Re-visits),504,0,224.0,0.0,53.0,161.0,,472.0,194,387,44.0,,117,467.0,0,205.0,,23.0,471.0,439
2006,JUN,REFERRALS,6,0,2.0,0.0,0.0,3.0,,0.0,0,16,2.0,,0,0.0,0,0.0,,1.0,0.0,4
2006,JUN,No. of first Attendances,871,0,327.0,0.0,206.0,430.0,,676.0,768,1510,10.0,,537,856.0,0,1213.0,,101.0,1188.0,1019
2006,JUN,Avrage dis. per Attendance,,0,,0.0,,,,,,,,,,,0,,,,,
2006,JUL,Diarhoheal Diseases,125,0,11.0,8.0,7.0,2.0,,0.0,0,41,14.0,,0,15.0,0,30.0,,5.0,38.0,76
2006,JUL,Tuberculosis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,3.0,,0.0,0.0,0
2006,JUL,Leprosy,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Whoopng Cough,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Meningitis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Tetenus,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Poliomyelitis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,chicken Pox,27,0,0.0,0.0,0.0,1.0,,4.0,0,71,,,0,5.0,0,14.0,,0.0,2.0,5
2006,JUL,Measles,2,0,0.0,0.0,4.0,0.0,,0.0,0,0,0.0,,0,0.0,0,3.0,,0.0,18.0,1
2006,JUL,Infections Hepatitis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,9.0,,0.0,1.0,0
2006,JUL,Mumps,40,0,0.0,0.0,1.0,39.0,,19.0,0,13,1.0,,0,18.0,0,4.0,,0.0,0.0,84
2006,JUL,Malaria,1308,0,300.0,86.0,204.0,622.0,,702.0,0,743,161.0,,0,1009.0,0,294.0,,86.0,677.0,669
2006,JUL,Gonorrhea,0,0,0.0,0.0,2.0,0.0,,1.0,0,0,0.0,,0,0.0,0,3.0,,0.0,0.0,0
2006,JUL,Urinary Tract Infections,21,0,11.0,5.0,13.0,7.0,,4.0,0,5,0.0,,0,4.0,0,50.0,,1.0,11.0,4
2006,JUL,Bilharzia,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Intestinal Worms,224,0,72.0,24.0,41.0,167.0,,207.0,0,169,38.0,,0,263.0,0,231.0,,37.0,56.0,167
2006,JUL,Malnutrition,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,2.0,,0,0.0,0,0.0,,0.0,0.0,2
2006,JUL,Anaemia,1,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,2.0,,0.0,0.0,14
2006,JUL,Eye Infections,17,0,8.0,2.0,2.0,15.0,,20.0,0,96,14.0,,0,29.0,0,32.0,,0.0,25.0,31
2006,JUL,Cataract,1,0,1.0,1.0,0.0,0.0,,0.0,0,1,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,ear infectins,53,0,6.0,5.0,12.0,8.0,,23.0,0,41,8.0,,0,24.0,0,46.0,,3.0,19.0,56
2006,JUL,Dis. Of circulatory systems,0,0,0.0,0.0,1.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,,0.0,0
2006,JUL,Dis of Respiratory systems,638,0,0.0,88.0,45.0,249.0,,355.0,0,526,73.0,,0,664.0,0,381.0,,43.0,957.0,487
2006,JUL,Pneumonia,51,0,0.0,0.0,8.0,6.0,,2.0,0,90,12.0,,0,0.0,0,14.0,,2.0,6.0,170
2006,JUL,Abortion,0,0,2.0,0.0,0.0,0.0,,0.0,0,0,,,0,0.0,0,12.0,,0.0,1.0,0
2006,JUL,Dis. Of peuperium & child birth,5,0,0.0,0.0,0.0,2.0,,0.0,0,0,,,0,0.0,0,,,0.0,0.0,5
2006,JUL,Neoplasms,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Dis. Of blood & blood forming organs,1,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,mental Disorders,6,0,0.0,0.0,0.0,1.0,,0.0,0,0,,,0,0.0,0,,,0.0,0.0,
2006,JUL,Dental disorders,5,0,2.0,10.0,0.0,8.0,,12.0,0,17,2.0,,0,0.0,0,11.0,,5.0,4.0,12
2006,JUL,Dis. Of the skin,134,0,26.0,12.0,12.0,87.0,,46.0,0,13,34.0,,0,60.0,0,130.0,,7.0,64.0,145
2006,JUL,Rheumatisim,94,0,35.0,23.0,15.0,48.0,,139.0,0,104,23.0,,0,78.0,0,10.0,,21.0,32.0,155
2006,JUL,Congential Anomalis,0,0,1.0,0.0,35.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Pyrexia of unknown origin,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Poisoning,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Accidents ( fructures & Burns),38,0,4.0,14.0,6.0,15.0,,9.0,0,22,1.0,,0,35.0,0,43.0,,1.0,19.0,49
2006,JUL,Typhoid ,,0,0.0,0.0,23.0,,,0.0,0,29,,,0,0.0,0,,,19.0,7.0,2
2006,JUL,Amebiasis,0,0,0.0,0.0,24.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Diabetes,0,0,0.0,0.0,,,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Epilepsy,0,0,0.0,0.0,1.0,1.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,SYPHILIS,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,HIV ,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Assault,11,0,0.0,0.0,0.0,0.0,,0.0,0,7,,,0,0.0,0,,,0.0,57.0,1
2006,JUL,Snake bite,0,0,0.0,0.0,0.0,0.0,,0.0,0,2,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,JUL,Other bites,0,0,1.0,0.0,1.0,0.0,,0.0,0,5,0.0,,0,0.0,0,0.0,,0.0,7.0,0
2006,JUL,All other diseases,56,0,37.0,4.0,0.0,11.0,,120.0,0,295,26.0,,0,136.0,0,482.0,,0.0,166.0,3
2006,JUL,TOTAL NEW CASES,2858,0,517.0,282.0,457.0,1289.0,,1663.0,0,2290,409.0,,0,2340.0,0,1804.0,,230.0,2167.0,2138
2006,JUL,Re-attendances(Re-visits),591,0,174.0,79.0,96.0,263.0,,524.0,0,451,21.0,,0,467.0,21,270.0,,39.0,550.0,401
2006,JUL,REFERRALS,11,0,0.0,0.0,1.0,4.0,,0.0,0,25,2.0,,0,0.0,2,0.0,,0.0,0.0,0
2006,JUL,No. of first Attendances,1033,0,311.0,154.0,340.0,612.0,,694.0,0,1613,,,0,786.0,3,1503.0,,167.0,1255.0,1046
2006,JUL,Avrage dis. per Attendance,2,#DIV/0!,1.0,1.0,1.0,1.0,,1.0,#DIV/0!,1,19.0,,#DIV/0!,2.0,0,1.0,,1.0,1.0,1
2006,AUG,Diarhoheal Diseases,43,0,9.0,15.0,6.0,1.0,,2.0,0,0,5.0,,61,14.0,0,34.0,,5.0,38.0,0
2006,AUG,Tuberculosis,,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,5.0,,0.0,0.0,0
2006,AUG,Leprosy,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Whoopng Cough,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Meningitis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Tetenus,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Poliomyelitis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,chicken Pox,22,0,,2.0,0.0,7.0,,5.0,0,0,0.0,,0,4.0,0,2.0,,0.0,4.0,0
2006,AUG,Measles,0,0,0.0,0.0,24.0,0.0,,0.0,0,0,0.0,,0,6.0,0,1.0,,0.0,4.0,0
2006,AUG,Infections Hepatitis,1,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Mumps,56,0,0.0,0.0,2.0,36.0,,1.0,0,0,,,0,7.0,0,3.0,,0.0,1.0,0
2006,AUG,Malaria,954,0,223.0,85.0,252.0,385.0,,312.0,0,0,57.0,,193,612.0,0,267.0,,75.0,609.0,0
2006,AUG,Gonorrhea,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,5,0.0,0,7.0,,2.0,1.0,0
2006,AUG,Urinary Tract Infections,16,0,8.0,6.0,7.0,8.0,,4.0,0,0,0.0,,13,14.0,0,49.0,,2.0,20.0,0
2006,AUG,Bilharzia,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,8.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Intestinal Worms,190,0,86.0,32.0,48.0,139.0,,70.0,0,0,0.0,,53,130.0,0,168.0,,25.0,36.0,0
2006,AUG,Malnutrition,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Anaemia,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,5,0.0,0,1.0,,0.0,2.0,0
2006,AUG,Eye Infections,22,0,3.0,6.0,8.0,11.0,,2.0,0,0,7.0,,27,14.0,0,18.0,,0.0,18.0,0
2006,AUG,Cataract,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,ear infectins,33,0,13.0,4.0,12.0,5.0,,8.0,0,0,3.0,,15,8.0,0,41.0,,3.0,17.0,0
2006,AUG,Dis. Of circulatory systems,0,0,0.0,,0.0,1.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,2.0,0.0,0
2006,AUG,Dis of Respiratory systems,542,0,90.0,81.0,50.0,155.0,,81.0,0,0,31.0,,76,331.0,0,279.0,,21.0,735.0,0
2006,AUG,Pneumonia,38,0,,3.0,15.0,0.0,,0.0,0,0,6.0,,14,0.0,0,23.0,,5.0,6.0,0
2006,AUG,Abortion,,0,0.0,0.0,0.0,0.0,,0.0,0,0,,,0,0.0,0,4.0,,0.0,1.0,0
2006,AUG,Dis. Of peuperium & child birth,0,0,0.0,0.0,0.0,2.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,1.0,1.0,0
2006,AUG,Neoplasms,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Dis. Of blood & blood forming organs,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,mental Disorders,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,1.0,,0.0,1.0,0
2006,AUG,Dental disorders,0,0,21.0,10.0,15.0,13.0,,8.0,0,0,0.0,,0,5.0,0,4.0,,28.0,4.0,0
2006,AUG,Dis. Of the skin,107,0,44.0,13.0,27.0,39.0,,10.0,0,0,26.0,,4,42.0,0,79.0,,13.0,63.0,0
2006,AUG,Rheumatisim,57,0,9.0,10.0,32.0,32.0,,69.0,0,0,7.0,,29,51.0,0,3.0,,12.0,52.0,0
2006,AUG,Congential Anomalis,0,0,0.0,0.0,0.0,1.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,2.0,0.0,0
2006,AUG,Pyrexia of unknown origin,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Poisoning,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Accidents ( fructures & Burns),31,0,2.0,9.0,25.0,11.0,,27.0,0,0,2.0,,9,18.0,0,41.0,,0.0,20.0,0
2006,AUG,Typhoid ,0,0,0.0,0.0,34.0,2.0,,0.0,0,0,0.0,,12,0.0,0,0.0,,0.0,9.0,0
2006,AUG,Amebiasis,0,0,0.0,0.0,16.0,0.0,,0.0,0,0,0.0,,,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Diabetes,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Epilepsy,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,SYPHILIS,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,HIV ,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,Assault,19,0,0.0,0.0,0.0,1.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,50.0,0
2006,AUG,Snake bite,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,11.0,0
2006,AUG,Other bites,0,0,0.0,0.0,4.0,5.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,All other diseases,76,0,71.0,3.0,10.0,15.0,,57.0,0,0,16.0,,83,100.0,0,340.0,,32.0,155.0,0
2006,AUG,TOTAL NEW CASES,2207,0,579.0,279.0,587.0,869.0,,656.0,0,0,168.0,,599,1356.0,0,1370.0,,228.0,1858.0,0
2006,AUG,Re-attendances(Re-visits),0,0,186.0,71.0,140.0,188.0,,295.0,0,0,5.0,,90,310.0,0,161.0,,22.0,452.0,0
2006,AUG,REFERRALS,3,0,0.0,0.0,0.0,2.0,,1.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,AUG,No. of first Attendances,0,0,321.0,157.0,409.0,383.0,,215.0,0,0,0.0,,560,495.0,,1065.0,,147.0,1093.0,0
2006,AUG,Avrage dis. per Attendance,#DIV/0!,#DIV/0!,1.0,1.0,1.0,2.0,,1.0,#DIV/0!,,34.0,,1,2.0,#DIV/0!,1.0,,1.0,1.0,#DIV/0!
2006,SEP,Diarhoheal Diseases,102,30,5.0,6.0,12.0,1.0,,3.0,18,43,14.0,,64,17.0,,41.0,,8.0,36.0,42
2006,SEP,Tuberculosis,0,0,0.0,0.0,0.0,0.0,,,0,2,0.0,,0,0.0,0,6.0,,0.0,0.0,0
2006,SEP,Leprosy,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,SEP,Whoopng Cough,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,SEP,Meningitis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,SEP,Tetenus,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,SEP,Poliomyelitis,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,SEP,chicken Pox,6,,0.0,0.0,,0.0,,6.0,0,3,0.0,,0,3.0,0,5.0,,1.0,2.0,7
2006,SEP,Measles,0,0,0.0,0.0,12.0,0.0,,0.0,0,65,0.0,,0,1.0,0,2.0,,0.0,5.0,0
2006,SEP,Infections Hepatitis,0,0,0.0,0.0,0.0,0.0,,2.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,SEP,Mumps,25,0,0.0,0.0,1.0,9.0,,0.0,,4,,,39,10.0,0,4.0,,0.0,0.0,18
2006,SEP,Malaria,1095,567,280.0,65.0,193.0,393.0,,538.0,302,599,178.0,,598,891.0,0,275.0,,83.0,617.0,609
2006,SEP,Gonorrhea,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,5.0,0,6.0,,0.0,0.0,1
2006,SEP,Urinary Tract Infections,7,1,18.0,4.0,13.0,3.0,,20.0,6,136,0.0,,91,11.0,0,51.0,,3.0,4.0,2
2006,SEP,Bilharzia,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,SEP,Intestinal Worms,211,334,99.0,11.0,23.0,144.0,,154.0,20,136,28.0,,135,256.0,0,243.0,,11.0,37.0,129
2006,SEP,Malnutrition,0,0,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,17,0.0,0,2.0,,0.0,0.0,1
2006,SEP,Anaemia,0,0,0.0,0.0,0.0,0.0,,0.0,5,,0.0,,28,0.0,0,2.0,,0.0,1.0,5
2006,SEP,Eye Infections,24,6,7.0,5.0,2.0,12.0,,14.0,9,16,10.0,,42,24.0,0,26.0,,3.0,17.0,29
2006,SEP,Cataract,0,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,SEP,ear infectins,47,7,9.0,1.0,4.0,8.0,,17.0,12,21,5.0,,30,15.0,0,51.0,,3.0,23.0,38
2006,SEP,Dis. Of circulatory systems,3,0,0.0,56.0,0.0,1.0,,0.0,0,0,0.0,,0,0.0,0,0.0,,6.0,0.0,0
