Year,Month,Antigen,Doses,THARAKA DIST HOSP,NKODI DISP,KANYURU DISP,GATUNGA MISSION,KIBUNGA H/C,RUUNGU EAPC DISP,KATHANGACINI DISP,MUKOTHIMA H/C,THANANTU CLINIC,GACIONGO DISP,CHIAKARIGA H/C ,ST. ORSOLA HOSP,MATERI GIRLS ,KAMANYAKI DISP,TUNYAI DISP,
2007,Jun,MEASLES,e)Doses used in the mont=C-D,150,40,50,140,70,0,70,130,,30,20,200,20,20,50,
2007,Jun,MEASLES,f)Number of children vaccinated during the month,38,16,26,42,45,,26,65,,9,2,158,5,6,20,
2007,Jun,MEASLES,g)Doses wasted in the month=E-F,112,24,24,98,25,0,44,65,,21,18,342,15,14,30,
2007,Jun,MEASLES,h)wastage rate in the month=[G/E]x100,74.60%,60%,48%,65%,35%,,65%,50%,,70%,90%,171%,75%,70%,,
2007,Jun,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,124,80,0,340,200,,226,370,,66,392,212,158,107,66,
2007,Jun,DPT/HIB/HEP B,b)Doses received within the month,200,200,60,0,0,,0,200,,0,0,300,146,0,0,
2007,Jun,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,324,280,60,340,200,0,226,570,,66,392,512,304,107,66,
2007,Jun,DPT/HIB/HEP B,d)Doses remaining at the end of the month,174,210,18,204,100,,144,375,,36,370,229,263,92,0,
2007,Jun,DPT/HIB/HEP B,e)Doses used in the mont=C-D,150,69,42,136,100,0,82,195,,30,22,283,41,15,66,
2007,Jun,DPT/HIB/HEP B,f)Number of children vaccinated during the month,147,69,41,131,98,,80,137,,28,20,265,41,15,43,
2007,Jun,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,3,0,1,5,2,0,2,58,,2,2,18,0,0,16,
2007,Jun,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,2%,0%,2%,3.50%,2%,,2.40%,30%,,6.60%,9%,6.30%,0%,0,,
2007,Jun,TT,a)Doses in stock at the beginning of the month,320,80,0,200,100,,120,420,,100,40,180,102,142,200,
2007,Jun,TT,b)Doses received within the month,300,50,100,200,0,,0,0,,0,100,0,0,0,100,
2007,Jun,TT,c) Total doses stocked in the month=A+B,620,130,100,400,100,0,120,420,,100,140,180,102,142,300,
2007,Jun,TT,d)Doses remaining at the end of the month,460,70,80,220,67,,75,380,,78,80,20,77,123,200,
2007,Jun,TT,e)Doses used in the mont=C-D,160,60,20,180,33,0,45,40,,22,60,160,25,19,100,
2007,Jun,TT,f)Number of children vaccinated during the month,151,34,12,70,31,,31,37,,22,44,97,25,19,33,
2007,Jun,TT,g)Doses wasted in the month=E-F,9,26,8,110,2,0,14,3,,0,16,63,0,0,67,
2007,Jun,TT,h)wastage rate in the month=[G/E]x100,5.60%,43%,40%,60%,,,31%,8%,,0%,26.70%,39.30%,0%,0,,
2007,Jul,BCG,a)Doses in stock at the beginning of the month,,,,300,,,20,140,,,,,,,,
2007,Jul,BCG,b)Doses received within the month,,,,200,,,100,100,,,,,,,,
2007,Jul,BCG,c) Total doses stocked in the month=A+B,0,0,0,500,0,0,120,240,0,0,0,0,0,0,0,
2007,Jul,BCG,d)Doses remaining at the end of the month,,,,360,,,0,80,,,,,,,,
2007,Jul,BCG,e)Doses used in the month=C-D,0,0,0,140,0,0,120,160,0,0,0,0,0,0,0,
2007,Jul,BCG,f)Number of children vaccinated during the month,,,,40,,,33,79,,,,,,,,
2007,Jul,BCG,g)Doses wasted in the month=E-F,,,0,100,0,0,87,81,0,0,0,0,0,0,0,
2007,Jul,BCG,h)wastage rate in the month=[G/E]x100,#DIV/0!,#DIV/0!,#DIV/0!,71.42857143,#DIV/0!,#DIV/0!,72.5,50.625,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
2007,Jul,OPV,a)Doses in stock at the beginning of the month,,,,120,,,15,0,,,,,,,,
2007,Jul,OPV,b)Doses received within the month,,,,100,,,100,300,,,,,,,,
2007,Jul,OPV,c) Total doses stocked in the month=A+B,0,0,0,220,0,0,115,300,0,0,0,0,0,0,0,
2007,Jul,OPV,d)Doses remaining at the end of the month,,,,0,,,0,0,,,,,,,,
2007,Jul,OPV,e)Doses used in the mont=C-D,0,0,0,220,0,0,115,300,0,0,0,0,0,0,0,
2007,Jul,OPV,f)Number of children vaccinated during the month,,,,149,,,103,219,,,,,,,,
2007,Jul,OPV,g)Doses wasted in the month=E-F,0,0,0,71,0,0,12,81,0,0,0,0,0,0,0,
2007,Jul,OPV,h)wastage rate in the month=[G/E]x100,#DIV/0!,#DIV/0!,#DIV/0!,32.27272727,#DIV/0!,#DIV/0!,10.43478261,27,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
2007,Jul,MEASLES,a)Doses in stock at the beginning of the month,,,,190,,,430,40,,,,,,,,
2007,Jul,MEASLES,b)Doses received within the month,,,,200,,,0,200,,,,,,,,
2007,Jul,MEASLES,c) Total doses stocked in the month=A+B,0,0,0,390,0,0,430,240,0,0,0,0,0,0,0,
2007,Jul,MEASLES,d)Doses remaining at the end of the month,,,,290,,,370,140,,,,,,,,
2007,Jul,MEASLES,e)Doses used in the mont=C-D,0,0,0,100,0,0,60,100,0,0,0,0,0,0,0,
2007,Jul,MEASLES,f)Number of children vaccinated during the month,,,,41,,,25,71,,,,,,,,
2007,Jul,MEASLES,g)Doses wasted in the month=E-F,0,0,0,59,0,0,35,29,0,0,0,0,0,0,0,
2007,Jul,MEASLES,h)wastage rate in the month=[G/E]x100,#DIV/0!,#DIV/0!,#DIV/0!,59,#DIV/0!,#DIV/0!,58.33333333,29,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
2007,Jul,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,,,,204,,,144,302,,,,,,,,
2007,Jul,DPT/HIB/HEP B,b)Doses received within the month,,,,200,,,60,400,,,,,,,,
2007,Jul,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,0,0,0,404,0,0,204,702,0,0,0,0,0,0,0,
2007,Jul,DPT/HIB/HEP B,d)Doses remaining at the end of the month,,,,230,,,102,392,,,,,,,,
2007,Jul,DPT/HIB/HEP B,e)Doses used in the mont=C-D,0,0,0,174,0,0,102,310,0,0,0,0,0,0,0,
2007,Jul,DPT/HIB/HEP B,f)Number of children vaccinated during the month,,,,140,,,100,215,,,,,,,,
2007,Jul,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,0,0,0,34,0,0,2,95,0,0,0,0,0,0,0,
2007,Jul,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,#DIV/0!,#DIV/0!,#DIV/0!,19.54022989,#DIV/0!,#DIV/0!,1.960784314,30.64516129,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
2007,Jul,TT,a)Doses in stock at the beginning of the month,,,,220,,,75,380,,,,,,,,
2007,Jul,TT,b)Doses received within the month,,,,200,,,100,0,,,,,,,,
2007,Jul,TT,c) Total doses stocked in the month=A+B,0,0,0,420,0,0,175,380,0,0,0,0,0,0,0,
2007,Jul,TT,d)Doses remaining at the end of the month,,,,280,,,120,260,,,,,,,,
2007,Jul,TT,e)Doses used in the mont=C-D,0,0,0,140,0,0,55,120,0,0,0,0,0,0,0,
2007,Jul,TT,f)Number of children vaccinated during the month,,,,100,,,33,92,,,,,,,,
2007,Jul,TT,g)Doses wasted in the month=E-F,0,0,0,40,0,0,22,28,0,0,0,0,0,0,0,
2007,Jul,TT,h)wastage rate in the month=[G/E]x100,#DIV/0!,#DIV/0!,#DIV/0!,28.57142857,#DIV/0!,#DIV/0!,40,23.33333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,
2007,Aug,BCG,a)Doses in stock at the beginning of the month,20,100,40,360,,,0,60,160,,120,120,220,20,280,
2007,Aug,BCG,b)Doses received within the month,640,0,100,0,,,100,100,0,,200,400,0,100,0,
2007,Aug,BCG,c) Total doses stocked in the month=A+B,660,100,140,360,0,0,100,160,160,0,320,520,220,120,280,
2007,Aug,BCG,d)Doses remaining at the end of the month,300,40,60,220,,,40,40,120,,280,320,180,20,140,
2007,Aug,BCG,e)Doses used in the month=C-D,360,60,80,140,0,0,60,120,40,0,40,200,40,100,140,
2007,Aug,BCG,f)Number of children vaccinated during the month,102,21,7,29,,,16,72,3,,8,98,9,6,13,
2007,Aug,BCG,g)Doses wasted in the month=E-F,258,39,73,111,0,0,44,48,37,0,32,102,31,94,127,
2007,Aug,BCG,h)wastage rate in the month=[G/E]x100,71.66666667,65,91.25,79.28571429,#DIV/0!,#DIV/0!,73.33333333,40,92.5,#DIV/0!,80,51,77.5,94,90.71428571,
2007,Aug,OPV,a)Doses in stock at the beginning of the month,180,100,20,20,,,0,0,63,,,160,160,14,120,
2007,Aug,OPV,b)Doses received within the month,200,0,100,60,,,20,0,100,,,120,0,20,40,
2007,Aug,OPV,c) Total doses stocked in the month=A+B,380,100,120,80,0,0,20,0,163,0,0,280,160,34,160,
2007,Aug,OPV,d)Doses remaining at the end of the month,180,20,12,0,,,0,0,120,,,0,129,15,0,
2007,Aug,OPV,e)Doses used in the mont=C-D,200,80,108,80,0,0,20,0,43,0,0,280,31,19,160,
2007,Aug,OPV,f)Number of children vaccinated during the month,176,75,0,63,,,20,0,36,,22,135,41,19,28,
2007,Aug,OPV,g)Doses wasted in the month=E-F,24,5,108,17,0,0,0,0,7,0,-22,145,-10,0,132,
2007,Aug,OPV,h)wastage rate in the month=[G/E]x100,12,6.25,100,21.25,#DIV/0!,#DIV/0!,0,#DIV/0!,16.27906977,#DIV/0!,#DIV/0!,51.78571429,-32.25806452,0,82.5,
2007,Aug,MEASLES,a)Doses in stock at the beginning of the month,70,20,80,290,,,370,110,120,,70,70,260,70,180,
2007,Aug,MEASLES,b)Doses received within the month,290,400,0,0,,,100,0,0,,0,500,0,40,100,
2007,Aug,MEASLES,c) Total doses stocked in the month=A+B,360,420,80,290,0,0,470,110,120,0,70,570,260,110,280,
2007,Aug,MEASLES,d)Doses remaining at the end of the month,220,360,30,230,,,440,30,80,,60,300,240,90,250,
2007,Aug,MEASLES,e)Doses used in the mont=C-D,140,60,50,60,0,0,30,80,40,0,10,270,20,20,30,
2007,Aug,MEASLES,f)Number of children vaccinated during the month,41,33,8,49,,,7,49,13,,1,194,7,2,10,
2007,Aug,MEASLES,g)Doses wasted in the month=E-F,99,27,42,11,0,0,23,31,27,0,9,76,13,18,20,
2007,Aug,MEASLES,h)wastage rate in the month=[G/E]x100,70.71428571,45,84,18.33333333,#DIV/0!,#DIV/0!,76.66666667,38.75,67.5,#DIV/0!,90,28.14814815,65,90,66.66666667,
2007,Aug,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,250,0,20,230,,,102,276,98,,236,154,228,79,18,
2007,Aug,DPT/HIB/HEP B,b)Doses received within the month,200,100,100,0,,,200,300,0,,0,400,0,0,200,
2007,Aug,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,450,100,120,230,0,0,302,576,98,0,236,554,228,79,218,
2007,Aug,DPT/HIB/HEP B,d)Doses remaining at the end of the month,300,26,0,66,,,226,330,58,,212,260,191,62,102,
2007,Aug,DPT/HIB/HEP B,e)Doses used in the mont=C-D,150,74,120,164,0,0,76,246,40,0,24,294,37,17,116,
2007,Aug,DPT/HIB/HEP B,f)Number of children vaccinated during the month,133,74,0,154,,,66,237,36,,16,251,37,17,23,
2007,Aug,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,17,0,120,10,0,0,10,9,4,0,8,43,0,0,93,
2007,Aug,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,11.33333333,0,100,6.097560976,#DIV/0!,#DIV/0!,13.15789474,3.658536585,10,#DIV/0!,33.33333333,14.62585034,0,0,80.17241379,
2007,Aug,TT,a)Doses in stock at the beginning of the month,380,190,100,280,,,120,260,65,,16,20,72,119,160,
2007,Aug,TT,b)Doses received within the month,420,0,0,0,,,100,0,0,,110,600,0,0,220,
2007,Aug,TT,c) Total doses stocked in the month=A+B,800,190,100,280,0,0,220,260,65,0,126,620,72,119,380,
2007,Aug,TT,d)Doses remaining at the end of the month,420,100,70,180,,,169,160,50,,90,480,60,112,340,
2007,Aug,TT,e)Doses used in the mont=C-D,380,90,30,100,0,0,51,100,15,0,36,140,12,7,40,
2007,Aug,TT,f)Number of children vaccinated during the month,317,22,22,91,,,51,86,15,,33,62,12,7,23,
2007,Aug,TT,g)Doses wasted in the month=E-F,63,68,8,9,0,0,0,14,0,0,3,78,0,0,17,
2007,Aug,TT,h)wastage rate in the month=[G/E]x100,16.57894737,75.55555556,26.66666667,9,#DIV/0!,#DIV/0!,0,14,0,#DIV/0!,8.333333333,55.71428571,0,0,42.5,
2007,Sep,BCG,a)Doses in stock at the beginning of the month,300,40,60,220,,,120,20,120,,280,320,240,20,80,
2007,Sep,BCG,b)Doses received within the month,0,60,200,200,,,0,300,0,,100,200,0,200,160,
2007,Sep,BCG,c) Total doses stocked in the month=A+B,300,100,260,420,0,0,120,320,120,0,380,520,240,220,240,
2007,Sep,BCG,d)Doses remaining at the end of the month,100,40,60,280,,,80,180,0,,240,240,180,200,160,
2007,Sep,BCG,e)Doses used in the month=C-D,200,60,200,140,0,0,40,140,120,0,140,280,60,20,80,
2007,Sep,BCG,f)Number of children vaccinated during the month,68,16,15,36,,,27,60,0,,6,128,16,4,16,
2007,Sep,BCG,g)Doses wasted in the month=E-F,132,44,185,104,0,0,13,80,120,0,134,152,44,16,64,
2007,Sep,BCG,h)wastage rate in the month=[G/E]x100,66,73.33333333,92.5,74.28571429,#DIV/0!,#DIV/0!,32.5,57.14285714,100,#DIV/0!,95.71428571,54.28571429,73.33333333,80,80,
2007,Sep,OPV,a)Doses in stock at the beginning of the month,180,20,12,0,,,200,0,120,,140,0,210,15,100,
2007,Sep,OPV,b)Doses received within the month,100,40,100,300,,,0,200,0,,0,400,0,100,200,
2007,Sep,OPV,c) Total doses stocked in the month=A+B,280,60,112,300,0,0,200,200,120,0,140,400,210,115,300,
2007,Sep,OPV,d)Doses remaining at the end of the month,100,0,60,60,,,149,0,92,,100,40,163,91,200,
2007,Sep,OPV,e)Doses used in the mont=C-D,180,60,52,240,0,0,51,200,28,0,40,360,47,24,100,
2007,Sep,OPV,f)Number of children vaccinated during the month,175,55,35,167,,,49,197,26,,38,306,47,24,67,
2007,Sep,OPV,g)Doses wasted in the month=E-F,5,5,17,73,0,0,2,3,2,0,2,54,0,0,33,
2007,Sep,OPV,h)wastage rate in the month=[G/E]x100,2.777777778,8.333333333,32.69230769,30.41666667,#DIV/0!,#DIV/0!,3.921568627,1.5,7.142857143,#DIV/0!,5,15,0,0,33,
2007,Sep,MEASLES,a)Doses in stock at the beginning of the month,220,260,30,230,,,430,30,80,,60,300,200,90,100,
2007,Sep,MEASLES,b)Doses received within the month,130,0,100,200,,,0,100,0,,290,200,0,200,100,
2007,Sep,MEASLES,c) Total doses stocked in the month=A+B,350,260,130,430,0,0,430,130,80,0,350,500,200,290,200,
2007,Sep,MEASLES,d)Doses remaining at the end of the month,220,140,60,340,,,400,70,60,,320,370,180,280,100,
2007,Sep,MEASLES,e)Doses used in the mont=C-D,130,120,70,90,0,0,30,60,20,0,30,130,20,10,100,
2007,Sep,MEASLES,f)Number of children vaccinated during the month,16,25,10,30,,,15,33,4,,3,110,5,1,10,
2007,Sep,MEASLES,g)Doses wasted in the month=E-F,114,95,60,60,0,0,15,27,16,0,27,20,15,9,90,
2007,Sep,MEASLES,h)wastage rate in the month=[G/E]x100,87.69230769,79.16666667,85.71428571,66.66666667,#DIV/0!,#DIV/0!,50,45,80,#DIV/0!,90,15.38461538,75,90,90,
2007,Sep,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,300,26,10,66,,,218,246,58,,240,260,191,62,100,
2007,Sep,DPT/HIB/HEP B,b)Doses received within the month,0,100,24,200,,,0,200,0,,0,200,0,60,0,
2007,Sep,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,300,126,34,266,0,0,218,446,58,0,240,460,191,122,100,
2007,Sep,DPT/HIB/HEP B,d)Doses remaining at the end of the month,170,71,0,84,,,176,160,30,,202,212,160,101,46,
2007,Sep,DPT/HIB/HEP B,e)Doses used in the mont=C-D,130,55,34,182,0,0,42,286,28,0,38,248,31,21,54,
2007,Sep,DPT/HIB/HEP B,f)Number of children vaccinated during the month,109,55,24,156,,,42,227,26,,33,230,31,21,52,
2007,Sep,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,21,0,10,26,0,0,0,59,2,0,5,18,0,0,2,
2007,Sep,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,16.15384615,0,29.41176471,14.28571429,#DIV/0!,#DIV/0!,0,20.62937063,7.142857143,#DIV/0!,13.15789474,7.258064516,0,0,3.703703704,
2007,Sep,TT,a)Doses in stock at the beginning of the month,420,100,70,180,,,162,100,50,,90,480,59,112,380,
2007,Sep,TT,b)Doses received within the month,180,0,100,180,,,0,0,0,,160,100,0,200,0,
2007,Sep,TT,c) Total doses stocked in the month=A+B,600,100,170,360,0,0,162,100,50,0,250,580,59,312,380,
2007,Sep,TT,d)Doses remaining at the end of the month,400,40,4,280,,,119,40,40,,160,480,46,305,280,
2007,Sep,TT,e)Doses used in the mont=C-D,200,60,166,80,0,0,43,60,10,0,90,100,13,7,100,
2007,Sep,TT,f)Number of children vaccinated during the month,185,43,64,68,,,42,52,10,,60,78,13,7,37,
2007,Sep,TT,g)Doses wasted in the month=E-F,15,17,102,12,0,0,1,8,0,0,30,22,0,0,63,
2007,Sep,TT,h)wastage rate in the month=[G/E]x100,7.5,28.33333333,61.44578313,15,#DIV/0!,#DIV/0!,2.325581395,13.33333333,0,#DIV/0!,33.33333333,22,0,0,63,
2007,Oct,BCG,a)Doses in stock at the beginning of the month,100,40,,280,100,,60,80,120,,240,240,180,,200,
2007,Oct,BCG,b)Doses received within the month,340,100,,200,100,,200,200,0,,0,800,200,,0,
2007,Oct,BCG,c) Total doses stocked in the month=A+B,440,140,0,480,200,0,260,280,120,0,240,1040,380,0,200,
2007,Oct,BCG,d)Doses remaining at the end of the month,20,100,,340,120,,140,200,20,,80,780,40,,160,
2007,Oct,BCG,e)Doses used in the month=C-D,420,40,0,140,80,0,120,80,100,0,160,260,340,0,40,
2007,Oct,BCG,f)Number of children vaccinated during the month,68,11,,30,12,,21,46,19,,8,100,6,,8,
2007,Oct,BCG,g)Doses wasted in the month=E-F,352,29,0,110,68,0,99,34,81,0,152,160,334,0,32,
2007,Oct,BCG,h)wastage rate in the month=[G/E]x100,83.80952381,72.5,#DIV/0!,78.57142857,85,#DIV/0!,82.5,42.5,81,#DIV/0!,95,61.53846154,98.23529412,#DIV/0!,80,
2007,Oct,OPV,a)Doses in stock at the beginning of the month,100,0,,0,20,,287,0,92,,100,0,169,,200,
2007,Oct,OPV,b)Doses received within the month,200,200,,340,100,,0,200,60,,0,600,200,,0,
2007,Oct,OPV,c) Total doses stocked in the month=A+B,300,200,0,340,120,0,287,200,152,0,100,600,369,0,200,
2007,Oct,OPV,d)Doses remaining at the end of the month,100,120,,200,78,,184,20,124,,60,400,325,,100,
2007,Oct,OPV,e)Doses used in the mont=C-D,200,80,0,140,42,0,103,180,28,0,40,200,44,0,100,
2007,Oct,OPV,f)Number of children vaccinated during the month,182,86,,129,42,,101,152,19,,25,160,41,,61,
2007,Oct,OPV,g)Doses wasted in the month=E-F,18,-6,0,11,0,0,2,28,9,0,15,40,3,0,39,
2007,Oct,OPV,h)wastage rate in the month=[G/E]x100,9,-7.5,#DIV/0!,7.857142857,0,#DIV/0!,1.941747573,15.55555556,32.14285714,#DIV/0!,37.5,20,6.818181818,#DIV/0!,39,
2007,Oct,MEASLES,a)Doses in stock at the beginning of the month,220,260,,340,240,,380,30,60,,320,360,180,,180,
2007,Oct,MEASLES,b)Doses received within the month,20,150,,0,100,,0,100,80,,0,500,100,,0,
2007,Oct,MEASLES,c) Total doses stocked in the month=A+B,240,410,0,340,340,0,380,130,140,0,320,860,280,0,180,
2007,Oct,MEASLES,d)Doses remaining at the end of the month,90,350,,280,100,,320,80,100,,280,710,270,,150,
2007,Oct,MEASLES,e)Doses used in the mont=C-D,150,60,0,60,240,0,60,50,40,0,40,150,10,0,30,
2007,Oct,MEASLES,f)Number of children vaccinated during the month,24,21,,46,80,,23,49,10,,40,98,3,,4,
2007,Oct,MEASLES,g)Doses wasted in the month=E-F,126,39,0,14,160,0,37,1,30,0,0,52,7,0,26,
2007,Oct,MEASLES,h)wastage rate in the month=[G/E]x100,84,65,#DIV/0!,23.33333333,66.66666667,#DIV/0!,61.66666667,2,75,#DIV/0!,0,34.66666667,70,#DIV/0!,86.66666667,
2007,Oct,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,170,158,,84,200,,178,0,30,,202,178,160,,150,
2007,Oct,DPT/HIB/HEP B,b)Doses received within the month,130,0,,400,0,,0,600,98,,0,400,0,,0,
2007,Oct,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,300,158,0,484,200,0,178,600,128,0,202,578,160,0,150,
2007,Oct,DPT/HIB/HEP B,d)Doses remaining at the end of the month,56,70,,366,166,,72,418,100,,174,384,122,,58,
2007,Oct,DPT/HIB/HEP B,e)Doses used in the mont=C-D,144,88,0,118,34,0,106,182,28,0,28,194,38,0,92,
2007,Oct,DPT/HIB/HEP B,f)Number of children vaccinated during the month,126,80,,110,81,,91,178,18,,21,173,38,,52,
2007,Oct,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,18,8,0,8,-47,0,15,4,10,0,7,21,0,0,40,
2007,Oct,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,12.5,9.090909091,#DIV/0!,6.779661017,-138.2352941,#DIV/0!,14.1509434,2.197802198,35.71428571,#DIV/0!,25,10.82474227,0,#DIV/0!,43.47826087,
2007,Oct,TT,a)Doses in stock at the beginning of the month,400,40,,,80,,109,70,40,,160,480,46,,300,
2007,Oct,TT,b)Doses received within the month,200,100,,,20,,100,0,40,,0,200,200,,0,
2007,Oct,TT,c) Total doses stocked in the month=A+B,600,140,0,0,100,0,209,70,80,0,160,680,246,0,300,
2007,Oct,TT,d)Doses remaining at the end of the month,420,0,,,32,,83,10,58,,100,600,233,,220,
2007,Oct,TT,e)Doses used in the mont=C-D,180,140,0,0,68,0,126,60,22,0,60,80,13,0,80,
2007,Oct,TT,f)Number of children vaccinated during the month,158,39,,,34,,114,55,12,,47,48,13,,30,
2007,Oct,TT,g)Doses wasted in the month=E-F,22,101,0,0,34,0,12,5,10,0,13,32,0,0,50,
2007,Oct,TT,h)wastage rate in the month=[G/E]x100,12.22222222,72.14285714,#DIV/0!,#DIV/0!,50,#DIV/0!,9.523809524,8.333333333,45.45454545,#DIV/0!,21.66666667,40,0,#DIV/0!,62.5,
2007,Nov,BCG,a)Doses in stock at the beginning of the month,20,100,160,340,100,100,120,160,,80,140,780,340,240,100,
2007,Nov,BCG,b)Doses received within the month,340,100,100,60,0,0,100,60,,0,0,100,0,0,200,
2007,Nov,BCG,c) Total doses stocked in the month=A+B,360,200,260,400,100,100,220,220,,80,140,880,340,240,300,
2007,Nov,BCG,d)Doses remaining at the end of the month,140,160,160,120,0,0,160,160,,40,100,560,260,160,240,
2007,Nov,BCG,e)Doses used in the month=C-D,220,40,100,280,100,100,60,60,,40,40,320,80,80,60,
2007,Nov,BCG,f)Number of children vaccinated during the month,73,9,6,36,0,0,25,50,,4,2,109,10,3,19,
2007,Nov,BCG,g)Doses wasted in the month=E-F,147,31,94,244,100,100,35,10,,36,38,211,70,77,41,
2007,Nov,BCG,h)wastage rate in the month=[G/E]x100,66.81818182,77.5,94,87.14285714,100,100,58.33333333,16.66666667,,90,95,65.9375,87.5,96.25,68.33333333,
2007,Nov,OPV,a)Doses in stock at the beginning of the month,100,100,120,220,67,67,230,0,,101,60,400,318,260,80,
2007,Nov,OPV,b)Doses received within the month,220,200,100,160,0,0,100,200,,0,0,200,0,0,200,
2007,Nov,OPV,c) Total doses stocked in the month=A+B,320,300,220,380,67,67,330,200,,101,60,600,318,260,280,
2007,Nov,OPV,d)Doses remaining at the end of the month,40,220,116,100,0,0,221,40,,79,40,140,281,244,220,
2007,Nov,OPV,e)Doses used in the mont=C-D,280,80,104,280,67,67,109,160,,22,20,460,37,16,60,
2007,Nov,OPV,f)Number of children vaccinated during the month,210,52,75,187,0,0,77,155,,17,14,359,37,16,60,
2007,Nov,OPV,g)Doses wasted in the month=E-F,70,28,29,93,67,0,32,5,,5,6,101,0,0,0,
2007,Nov,OPV,h)wastage rate in the month=[G/E]x100,25,35,27.88461538,33.21428571,100,0,29.35779817,3.125,,22.72727273,30,21.95652174,0,0,0,
2007,Nov,MEASLES,a)Doses in stock at the beginning of the month,220,350,40,280,140,140,320,180,,90,280,710,270,340,140,
2007,Nov,MEASLES,b)Doses received within the month,80,0,100,100,0,0,0,0,,0,0,100,0,0,0,
2007,Nov,MEASLES,c) Total doses stocked in the month=A+B,300,350,140,380,140,140,320,180,,90,280,810,270,340,140,
2007,Nov,MEASLES,d)Doses remaining at the end of the month,30,300,70,310,0,0,270,120,,60,270,570,260,310,100,
2007,Nov,MEASLES,e)Doses used in the mont=C-D,270,50,70,70,140,140,50,60,,30,10,240,10,30,40,
2007,Nov,MEASLES,f)Number of children vaccinated during the month,25,10,23,33,0,0,9,56,,8,1,152,4,3,6,
2007,Nov,MEASLES,g)Doses wasted in the month=E-F,245,40,47,37,140,140,41,4,,22,9,88,6,27,34,
2007,Nov,MEASLES,h)wastage rate in the month=[G/E]x100,90.74074074,80,67.14285714,52.85714286,100,100,82,6.666666667,,73.33333333,90,36.66666667,60,90,85,
2007,Nov,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,170,96,30,386,106,106,72,296,,96,168,384,122,76,60,
2007,Nov,DPT/HIB/HEP B,b)Doses received within the month,130,0,50,100,200,200,100,400,,0,0,200,0,0,200,
2007,Nov,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,300,96,80,486,306,306,172,696,,96,168,584,122,76,260,
2007,Nov,DPT/HIB/HEP B,d)Doses remaining at the end of the month,164,48,54,220,0,0,68,480,,72,144,278,0,62,200,
2007,Nov,DPT/HIB/HEP B,e)Doses used in the mont=C-D,136,48,26,266,306,306,104,216,,24,24,306,122,14,60,
2007,Nov,DPT/HIB/HEP B,f)Number of children vaccinated during the month,120,50,64,154,0,0,67,210,,17,14,264,26,14,52,
2007,Nov,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,16,-2,-38,112,306,306,37,6,,7,10,42,96,0,8,
2007,Nov,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,11.76470588,-4.166666667,-146.1538462,42.10526316,100,100,35.57692308,2.777777778,,29.16666667,41.66666667,13.7254902,78.68852459,0,13.33333333,
2007,Nov,TT,a)Doses in stock at the beginning of the month,400,0,20,320,15,15,82,0,,45,110,600,234,212,140,
2007,Nov,TT,b)Doses received within the month,100,400,100,0,100,100,100,620,,0,0,0,0,0,200,
2007,Nov,TT,c) Total doses stocked in the month=A+B,500,400,120,320,115,115,182,620,,45,110,600,234,212,340,
2007,Nov,TT,d)Doses remaining at the end of the month,220,110,30,100,0,0,90,560,,32,60,380,215,192,300,
2007,Nov,TT,e)Doses used in the mont=C-D,280,290,90,220,115,115,92,60,,13,50,220,19,20,40,
2007,Nov,TT,f)Number of children vaccinated during the month,170,24,90,100,0,0,42,59,,11,50,48,19,20,51,
2007,Nov,TT,g)Doses wasted in the month=E-F,110,266,0,120,115,115,50,1,,2,0,172,0,0,-11,
