Month,DISEASES,THARAKA DIST HOSP,RUUNGU DISP MISSION,NKONDI DISP GOK,JOSAN DISP PRIVATE,GATUNGA DISP MISSION,KIBUNGA H/C,KANYURU DISP GOK,SUB-TOTAL,KATHANGACINI DISP,MUKOTHIMA HC MISSION,KAGENI DISP PRIVATE,GACIONGO DISP GOK,THANANTU DISP NGO,SUB-TOTAL,CHIAKARIGA HC GOK,ST ORSOLA HOSP MISSION,TUNYAI DISP GOK,MATERI GIRLS DISP MISSION,KAMANYAKI DISP GOK,SUB-TOTAL,GRAND TOTAL,
JUN,Intestinal Worms,55,0,287,0,88,137,183,750,52,66,23,0,9,150,240,213,184,36,157,830,1730,
JUN,Malnutrition,0,0,0,0,0,0,0,0,9,0,0,0,1,10,0,0,1,0,0,1,11,
JUN,Anaemia,1,0,0,0,0,0,0,1,1,3,0,0,0,4,2,4,36,0,0,42,47,
JUN,Eye Infections,10,0,44,0,11,59,24,148,15,15,4,0,2,36,35,31,35,7,18,126,310,
JUN,Cataract,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,
JUN,ear infectins,17,0,16,0,5,55,28,121,12,14,2,0,1,29,53,42,59,11,6,171,321,
JUN,Dis. Of circulatory systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUN,Dis of Respiratory systems,767,0,667,0,95,474,272,2275,274,73,37,0,12,396,539,328,398,80,157,1502,4173,
JUN,Pneumonia,12,0,6,0,0,165,0,183,31,18,7,0,0,56,71,18,139,20,1,249,488,
JUN,Abortion,3,0,0,0,2,2,0,7,0,0,0,0,0,0,0,4,5,0,0,9,16,
JUN,Dis. Of peuperium & child birth,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,18,0,1,20,21,
JUN,Neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUN,Dis. Of blood & blood forming organs,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,0,0,0,0,3,6,
JUN,mental Disorders,6,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,2,0,0,5,11,
JUN,Dental disorders,8,0,15,0,1,6,16,46,7,0,17,0,5,29,4,3,16,4,10,37,112,
JUN,Dis. Of the skin,84,0,66,0,47,27,33,257,0,17,15,0,0,32,117,109,104,50,37,417,706,
JUN,Rheumatisim,30,0,87,0,6,71,122,316,47,18,34,0,6,105,94,16,110,23,40,283,704,
JUN,Congential Anomalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUN,Pyrexia of unknown origin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUN,Poisoning,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,2,0,0,0,2,5,
JUN,Accidents ( fructures & Burns),17,0,24,0,6,21,10,78,6,6,3,0,2,17,36,41,36,2,21,136,231,
JUN,Typhoid ,0,0,0,0,0,57,0,57,3,7,9,0,23,42,0,0,12,0,1,13,112,
JUN,Amebiasis,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,,,,,0,15,
JUN,Diabetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,
JUN,Epilepsy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,
JUN,SYPHILIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,
JUN,HIV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,
JUN,Assault,42,0,0,0,0,0,0,42,1,0,0,0,0,1,9,,20,,,29,72,
JUN,Snake bite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,
JUN,Other bites,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,,,,,0,4,
JUN,,,0,0,0,0,5,0,5,0,0,0,0,0,0,0,,,,,0,5,
JUN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,
JUN,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,0,0,
JUN,All other diseases,140,0,150,0,40,261,122,713,90,91,3,0,14,198,78,403,23,22,4,530,1441,
JUN,TOTAL NEW CASES,2084,0,2430,0,519,2276,1517,8826,826,600,353,0,149,1928,2515,1587,2034,461,899,7496,18250,
JUN,Re-attendances(Re-visits),471,0,467,0,224,387,472,2021,194,117,53,0,23,387,504,205,439,44,161,1353,3761,
JUN,REFERRALS,0,0,0,0,2,16,0,18,0,0,0,0,1,1,6,0,4,2,3,15,34,
JUN,No. of first Attendances,1188,0,856,0,327,1510,676,4557,768,537,206,0,101,1612,871,1213,1019,10,430,3543,9712,
JUN,Avrage dis. per Attendance,,0,,0,,,,0,,,,0,,0,,,,,,0,0,
JUL,Diarhoheal Diseases,38,0,15,8,11,41,0,113,0,0,7,0,5,12,125,30,76,14,2,247,372,
JUL,Tuberculosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,
JUL,Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Whoopng Cough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Tetenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Poliomyelitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,chicken Pox,2,0,5,0,0,71,4,82,0,0,0,0,0,0,27,14,5,,1,47,129,
JUL,Measles,18,0,0,0,0,0,0,18,0,0,4,0,0,4,2,3,1,0,0,6,28,
JUL,Infections Hepatitis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,9,10,
JUL,Mumps,0,0,18,0,0,13,19,50,0,0,1,0,0,1,40,4,84,1,39,168,219,
JUL,Malaria,677,0,1009,86,300,743,702,3517,0,0,204,0,86,290,1308,294,669,161,622,3054,6861,
JUL,Gonorrhea,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,3,0,0,0,3,6,
JUL,Urinary Tract Infections,11,0,4,5,11,5,4,40,0,0,13,0,1,14,21,50,4,0,7,82,136,
JUL,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Intestinal Worms,56,0,263,24,72,169,207,791,0,0,41,0,37,78,224,231,167,38,167,827,1696,
JUL,Malnutrition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,
JUL,Anaemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,0,0,17,17,
JUL,Eye Infections,25,0,29,2,8,96,20,180,0,0,2,0,0,2,17,32,31,14,15,109,291,
JUL,Cataract,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,4,
JUL,ear infectins,19,0,24,5,6,41,23,118,0,0,12,0,3,15,53,46,56,8,8,171,304,
JUL,Dis. Of circulatory systems,0,0,0,0,0,,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,
JUL,Dis of Respiratory systems,957,0,664,88,0,526,355,2590,0,0,45,0,43,88,638,381,487,73,249,1828,4506,
JUL,Pneumonia,6,0,0,0,0,90,2,98,0,0,8,0,2,10,51,14,170,12,6,253,361,
JUL,Abortion,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,12,0,,0,12,15,
JUL,Dis. Of peuperium & child birth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,5,,2,12,12,
JUL,Neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Dis. Of blood & blood forming organs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
JUL,mental Disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,1,7,7,
JUL,Dental disorders,4,0,0,10,2,17,12,45,0,0,0,0,5,5,5,11,12,2,8,38,88,
JUL,Dis. Of the skin,64,0,60,12,26,13,46,221,0,0,12,0,7,19,134,130,145,34,87,530,770,
JUL,Rheumatisim,32,0,78,23,35,104,139,411,0,0,15,0,21,36,94,10,155,23,48,330,777,
JUL,Congential Anomalis,0,0,0,0,1,0,0,1,0,0,35,0,0,35,0,0,0,0,0,0,36,
JUL,Pyrexia of unknown origin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Accidents ( fructures & Burns),19,0,35,14,4,22,9,103,0,0,6,0,1,7,38,43,49,1,15,146,256,
JUL,Typhoid ,7,0,0,0,0,29,0,36,0,0,23,0,19,42,,,2,,,2,80,
JUL,Amebiasis,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,24,
JUL,Diabetes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
JUL,Epilepsy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,
JUL,SYPHILIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,HIV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,Assault,57,0,0,0,0,7,0,64,0,0,0,0,0,0,11,,1,,0,12,76,
JUL,Snake bite,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
JUL,Other bites,7,0,0,0,1,5,0,13,0,0,1,0,0,1,0,0,0,0,0,0,14,
JUL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
JUL,All other diseases,166,0,136,4,37,295,120,758,0,0,0,0,0,0,56,482,3,26,11,578,1336,
JUL,TOTAL NEW CASES,2167,0,2340,282,517,2290,1663,9259,0,0,457,0,230,687,2858,1804,2138,409,1289,8498,18444,
JUL,Re-attendances(Re-visits),550,21,467,79,174,451,524,2266,0,0,96,0,39,135,591,270,401,21,263,1546,3947,
JUL,REFERRALS,0,2,0,0,0,25,0,27,0,0,1,0,0,1,11,0,0,2,4,17,45,
JUL,No. of first Attendances,1255,3,786,154,311,1613,694,4816,0,0,340,0,167,507,1033,1503,1046,,612,4194,9517,
JUL,Avrage dis. per Attendance,1,0,2,1,1,1,1,1,#DIV/0!,#DIV/0!,1,#DIV/0!,1,1,2,1,1,19,1,1,1,
AUG,Diarhoheal Diseases,38,0,14,15,9,0,2,78,0,61,6,0,5,72,43,34,0,5,1,83,233,
AUG,Tuberculosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,5,5,
AUG,Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Whoopng Cough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Tetenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Poliomyelitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,chicken Pox,4,0,4,2,,0,5,15,0,0,0,0,0,0,22,2,0,0,7,31,46,
AUG,Measles,4,0,6,0,0,0,0,10,0,0,24,0,0,24,0,1,0,0,0,1,35,
AUG,Infections Hepatitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
AUG,Mumps,1,0,7,0,0,0,1,9,0,0,2,0,0,2,56,3,0,,36,95,106,
AUG,Malaria,609,0,612,85,223,0,312,1841,0,193,252,0,75,520,954,267,0,57,385,1663,4024,
AUG,Gonorrhea,1,0,0,0,0,0,0,1,0,5,0,0,2,7,0,7,0,0,0,7,15,
AUG,Urinary Tract Infections,20,0,14,6,8,0,4,52,0,13,7,0,2,22,16,49,0,0,8,73,147,
AUG,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,
AUG,Intestinal Worms,36,0,130,32,86,0,70,354,0,53,48,0,25,126,190,168,0,0,139,497,977,
AUG,Malnutrition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Anaemia,2,0,0,0,0,0,0,2,0,5,0,0,0,5,0,1,0,0,0,1,8,
AUG,Eye Infections,18,0,14,6,3,0,2,43,0,27,8,0,0,35,22,18,0,7,11,58,136,
AUG,Cataract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,ear infectins,17,0,8,4,13,0,8,50,0,15,12,0,3,30,33,41,0,3,5,82,162,
AUG,Dis. Of circulatory systems,0,0,0,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,3,
AUG,Dis of Respiratory systems,735,0,331,81,90,0,81,1318,0,76,50,0,21,147,542,279,0,31,155,1007,2472,
AUG,Pneumonia,6,0,0,3,,0,0,9,0,14,15,0,5,34,38,23,0,6,0,67,110,
AUG,Abortion,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,0,,0,4,5,
AUG,Dis. Of peuperium & child birth,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,4,
AUG,Neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Dis. Of blood & blood forming organs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,mental Disorders,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,
AUG,Dental disorders,4,0,5,10,21,0,8,48,0,0,15,0,28,43,0,4,0,0,13,17,108,
AUG,Dis. Of the skin,63,0,42,13,44,0,10,172,0,4,27,0,13,44,107,79,0,26,39,251,467,
AUG,Rheumatisim,52,0,51,10,9,0,69,191,0,29,32,0,12,73,57,3,0,7,32,99,363,
AUG,Congential Anomalis,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,3,
AUG,Pyrexia of unknown origin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Accidents ( fructures & Burns),20,0,18,9,2,0,27,76,0,9,25,0,0,34,31,41,0,2,11,85,195,
AUG,Typhoid ,9,0,0,0,0,0,0,9,0,12,34,0,0,46,0,0,0,0,2,2,57,
AUG,Amebiasis,0,0,0,0,0,0,0,0,0,,16,0,0,16,0,0,0,0,0,0,16,
AUG,Diabetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Epilepsy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,SYPHILIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,HIV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,Assault,50,0,0,0,0,0,0,50,0,0,0,0,0,0,19,0,0,0,1,20,70,
AUG,Snake bite,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,
AUG,Other bites,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,5,9,
AUG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AUG,All other diseases,155,0,100,3,71,0,57,386,0,83,10,0,32,125,76,340,0,16,15,447,958,
AUG,TOTAL NEW CASES,1858,0,1356,279,579,0,656,4728,0,599,587,0,228,1414,2207,1370,0,168,869,4614,10756,
AUG,Re-attendances(Re-visits),452,0,310,71,186,0,295,1314,0,90,140,0,22,252,0,161,0,5,188,354,1920,
AUG,REFERRALS,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2,5,6,
AUG,No. of first Attendances,1093,,495,157,321,0,215,2281,0,560,409,0,147,1116,0,1065,0,0,383,1448,4845,
AUG,Avrage dis. per Attendance,1,#DIV/0!,2,1,1,,1,1,#DIV/0!,1,1,#DIV/0!,1,1,#DIV/0!,1,#DIV/0!,34,2,3,2,
SEP,Diarhoheal Diseases,36,,17,6,5,43,3,110,18,64,12,30,8,132,102,41,42,14,1,200,442,
SEP,Tuberculosis,0,0,0,0,0,2,,2,0,0,0,0,0,0,0,6,0,0,0,6,8,
SEP,Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,Whoopng Cough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,Meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,Tetenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,Poliomyelitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,chicken Pox,2,0,3,0,0,3,6,14,0,0,,,1,1,6,5,7,0,0,18,33,
SEP,Measles,5,0,1,0,0,65,0,71,0,0,12,0,0,12,0,2,0,0,0,2,85,
SEP,Infections Hepatitis,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
SEP,Mumps,0,0,10,0,0,4,0,14,,39,1,0,0,40,25,4,18,,9,56,110,
SEP,Malaria,617,0,891,65,280,599,538,2990,302,598,193,567,83,1743,1095,275,609,178,393,2550,7283,
SEP,Gonorrhea,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,6,1,0,0,7,12,
SEP,Urinary Tract Infections,4,0,11,4,18,136,20,193,6,91,13,1,3,114,7,51,2,0,3,63,370,
SEP,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,Intestinal Worms,37,0,256,11,99,136,154,693,20,135,23,334,11,523,211,243,129,28,144,755,1971,
SEP,Malnutrition,0,0,0,0,0,,0,0,0,17,0,0,0,17,0,2,1,0,0,3,20,
SEP,Anaemia,1,0,0,0,0,,0,1,5,28,0,0,0,33,0,2,5,0,0,7,41,
SEP,Eye Infections,17,0,24,5,7,16,14,83,9,42,2,6,3,62,24,26,29,10,12,101,246,
SEP,Cataract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,ear infectins,23,0,15,1,9,21,17,86,12,30,4,7,3,56,47,51,38,5,8,149,291,
SEP,Dis. Of circulatory systems,0,0,0,56,0,0,0,56,0,0,0,0,6,6,3,0,0,0,1,4,66,
SEP,Dis of Respiratory systems,573,0,495,3,88,313,182,1654,231,307,28,334,16,916,388,267,238,61,141,1095,3665,
SEP,Pneumonia,11,0,1,0,0,36,0,48,31,38,3,2,9,83,65,8,62,1,2,138,269,
SEP,Abortion,3,0,2,0,0,0,0,5,0,0,0,0,0,0,1,5,0,0,0,6,11,
SEP,Dis. Of peuperium & child birth,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3,0,6,0,3,12,27,
SEP,Neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,Dis. Of blood & blood forming organs,0,0,0,0,1,0,0,1,0,0,0,0,5,5,0,0,0,0,0,0,6,
SEP,mental Disorders,1,0,3,0,1,0,0,5,0,0,0,0,2,2,2,3,0,0,1,6,13,
SEP,Dental disorders,3,0,13,4,2,13,1,36,5,27,17,0,19,68,6,18,4,4,9,41,145,
SEP,Dis. Of the skin,45,0,78,12,76,19,27,257,10,103,27,0,2,142,106,126,62,30,65,389,788,
SEP,Rheumatisim,62,0,55,9,17,31,53,227,8,110,43,98,16,275,90,11,74,38,53,266,768,
SEP,Congential Anomalis,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,3,
SEP,Pyrexia of unknown origin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,Poisoning,0,0,0,0,0,0,0,0,0,0,3,0,,3,0,0,0,0,0,0,3,
SEP,Accidents ( fructures & Burns),19,0,28,10,4,15,57,133,4,44,17,0,7,72,29,63,17,2,11,122,327,
SEP,Typhoid ,4,0,0,0,0,16,0,20,0,0,27,0,7,34,0,0,0,0,1,1,55,
SEP,Amebiasis,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,66,0,0,66,88,
SEP,Diabetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
SEP,Epilepsy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
SEP,SYPHILIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,HIV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,Assault,31,0,0,0,0,5,0,36,0,0,0,0,0,0,20,0,0,0,1,21,57,
SEP,Snake bite,4,0,0,0,0,2,0,6,0,0,4,0,0,4,0,0,0,0,1,1,11,
SEP,Other bites,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,
SEP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,
SEP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SEP,All other diseases,123,0,125,0,53,,97,398,19,12,7,17,40,95,113,402,0,38,3,556,1049,
SEP,TOTAL NEW CASES,1621,0,2033,186,660,1475,1171,7146,680,1700,459,1396,241,4476,2343,1619,1420,409,863,6654,18276,
SEP,Re-attendances(Re-visits),434,0,519,52,206,445,436,2092,72,617,130,0,42,861,580,207,346,24,180,1337,4290,
SEP,REFERRALS,0,0,0,0,0,7,0,7,0,8,0,0,0,8,6,0,0,2,3,11,26,
SEP,No. of first Attendances,1026,0,672,107,321,1146,469,3741,647,1023,316,0,158,2144,760,1203,782,0,373,3118,9003,
SEP,Average dis. per Attendance,1,#DIV/0!,2,1,1,1,1,1,1,1,1,#DIV/0!,1,1,2,1,1,17,2,1,1,
OCT,Diarhoheal Diseases,25,0,20,6,15,29,3,98,27,15,8,23,6,79,96,37,0,11,2,146,323,
OCT,Tuberculosis,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,
OCT,Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,Whoopng Cough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,Meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,Tetenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,Poliomyelitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,chicken Pox,9,0,13,0,2,2,3,29,0,0,0,0,0,0,1,3,0,0,6,10,39,
OCT,Measles,2,0,3,0,2,27,5,39,0,0,10,1,6,17,1,2,0,0,0,3,59,
OCT,Infections Hepatitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,
OCT,Mumps,0,0,16,3,0,1,6,26,0,0,3,2,0,5,19,3,0,1,8,31,62,
OCT,Malaria,478,0,783,88,293,42,580,2264,261,235,194,386,100,1176,986,326,0,166,448,1926,5366,
OCT,Gonorrhea,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,6,7,
OCT,Urinary Tract Infections,12,0,8,2,23,9,18,72,6,0,7,6,5,24,11,45,0,5,5,66,162,
OCT,Bilharzia,1,0,0,0,0,0,0,1,0,0,0,213,0,213,0,0,0,0,0,0,214,
OCT,Intestinal Worms,32,0,246,20,131,91,164,684,53,63,29,0,20,165,212,185,0,13,161,571,1420,
OCT,Malnutrition,0,0,0,0,0,1,0,1,8,0,1,0,0,9,0,0,0,0,0,0,10,
OCT,Anaemia,0,0,0,1,0,0,0,1,7,0,1,3,0,11,1,4,0,0,0,5,17,
OCT,Eye Infections,11,0,53,5,3,25,21,118,5,23,6,0,2,36,23,20,0,12,13,68,222,
OCT,Cataract,0,0,0,0,0,0,0,0,2,0,0,12,0,14,2,0,0,0,0,2,16,
OCT,ear infectins,20,0,21,3,10,20,14,88,7,19,6,0,7,39,53,33,0,6,11,103,230,
OCT,Dis. Of circulatory systems,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,6,
OCT,Dis of Respiratory systems,636,0,454,61,77,308,337,1873,116,106,41,213,28,504,393,267,0,68,188,916,3293,
OCT,Pneumonia,11,0,1,2,0,13,0,27,24,9,3,0,8,44,62,26,0,3,2,93,164,
OCT,Abortion,1,0,1,,0,1,0,3,0,0,0,0,0,0,0,2,0,0,1,3,6,
OCT,Dis. Of peuperium & child birth,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,1,4,6,
OCT,Neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,Dis. Of blood & blood forming organs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,mental Disorders,1,0,1,0,0,0,0,2,2,0,0,0,0,2,2,2,0,0,0,4,8,
OCT,Dental disorders,3,0,10,5,10,11,12,51,9,0,22,1,4,36,5,22,0,0,17,44,131,
OCT,Dis. Of the skin,44,0,77,15,64,0,19,219,35,4,30,7,13,89,101,108,0,26,60,295,603,
OCT,Rheumatisim,50,0,86,21,13,19,58,247,8,37,28,63,5,141,54,14,0,13,25,106,494,
OCT,Congential Anomalis,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
OCT,Pyrexia of unknown origin,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
OCT,Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,Accidents ( fructures & Burns),9,0,31,17,10,21,17,105,5,10,20,4,2,41,35,55,0,0,26,116,262,
OCT,Typhoid ,6,0,0,0,0,8,,14,2,15,56,0,0,73,0,,0,0,0,0,87,
OCT,Amebiasis,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,29,
OCT,Diabetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,Epilepsy,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,
OCT,SYPHILIS,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,
OCT,HIV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,Assault,6,0,0,0,0,1,0,7,5,0,0,0,0,5,16,0,0,0,0,16,28,
OCT,Snake bite,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,
OCT,Other bites,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,1,1,4,
OCT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OCT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
