Month,DISEASES,THARAKA DIST HOSP,NKONDI DISP GOK,JOSAN DISP PRIVATE,GATUNGA DISP MISSION,KIBUNGA H/C,SUNSHINE CLINIC,KANYURU DISP GOK,SUB-TOTAL,KATHANGACINI DISP,MUKOTHIMA HC MISSION,KAGENI DISP PRIVATE,GACIONGO DISP GOK,KAMWATHU,MUGAS CLINIC,THANANTU DISP NGO,SUB-TOTAL,CHIAKARIGA HC GOK,ST ORSOLA HOSP MISSION,TUNYAI DISP GOK,MATERI GIRLS DISP MISSION,KAMANYAKI DISP GOK,SUB-TOTAL,GRAND TOTAL,
MAY,REFERRALS,,,,,,0,,0,,,1,3,0,0,,4,1,,,,3,4,8,
MAY,No. of first Attendances,1380,526,144,474,,0,424,2948,416,348,399,711,0,0,171,2045,720,1499,781,6,615,3621,8614,
MAY,Avrage dis. per Attendance,,,,,,0,,,,,,,0,0,,,,,,,,,,
JUN,Diarhoheal Diseases,28,9,4,4,9,0,,54,14,37,9,33,0,0,0,93,79,25,16,3,,123,270,
JUN,Tuberculosis,,,,,,0,,0,,,,,0,0,0,0,1,2,,,,3,3,
JUN,Leprosy,,,,,,0,,0,,,,,0,0,0,0,,,,,,0,0,
JUN,Whoopng Cough,,,,,,0,,0,,,,,0,0,0,0,,,,,,0,0,
JUN,Meningitis,,,,,,0,,0,,,,,0,0,0,0,,,,,,0,0,
JUN,Tetenus,,,,,,0,,0,,,,,0,0,0,0,,,,,,0,0,
JUN,Poliomyelitis,,,,,,0,,0,,,,,0,0,0,0,,,,,,0,0,
JUN,chicken Pox,4,2,,,7,0,6,19,,2,3,14,0,0,4,23,3,4,3,,2,12,54,
JUN,Measles,,,,,,0,1,1,,,,,0,0,0,0,,,,,,0,1,
JUN,Infections Hepatitis,,,,,,0,,0,,,,,0,0,0,0,,1,,,,1,1,
JUN,Mumps,2,8,,,11,0,14,35,,,6,2,0,0,10,18,2,3,3,2,,10,63,
JUN,Malaria,479,540,79,262,201,0,677,2238,192,153,261,433,0,112,241,1392,581,433,369,168,339,1890,5520,
JUN,Gonorrhea,2,3,,,0,0,,5,1,,,,0,,4,5,3,8,,,,11,21,
JUN,Urinary Tract Infections,7,5,3,5,1,0,30,51,2,9,7,9,0,1,4,32,10,35,4,,6,55,138,
JUN,Bilharzia,,,,,0,0,,0,,,,,0,11,0,11,,,,,,0,11,
JUN,Intestinal Worms,16,137,22,121,18,0,161,475,50,34,44,159,0,23,101,411,144,244,76,28,117,609,1495,
JUN,Malnutrition,2,,,,0,0,,2,1,,,,0,,0,1,,,,28,,28,31,
JUN,Anaemia,,,,,0,0,,0,15,7,,,0,,0,22,,2,23,,,25,47,
JUN,Eye Infections,20,10,4,14,4,0,22,74,6,6,5,2,0,2,4,25,10,31,22,15,14,92,191,
JUN,Cataract,,,,,1,0,,1,,,,,0,,0,0,,,,,,0,1,
JUN,ear infectins,22,9,2,15,1,0,38,87,8,8,10,22,0,,8,56,24,26,31,3,6,90,233,
JUN,Dis. Of circulatory systems,,,,,0,0,,0,,,,,0,,0,0,,,,,,0,0,
JUN,Dis of Respiratory systems,492,372,63,91,175,0,299,1492,131,49,64,248,0,3,57,552,223,361,112,64,173,933,2977,
JUN,Pneumonia,37,3,3,14,17,0,30,104,7,16,23,1,0,20,1,68,28,34,79,5,3,149,321,
JUN,Abortion,9,,1,,,0,1,11,,,,,0,,0,0,,8,,,,8,19,
JUN,Dis. Of peuperium & child birth,,,,1,,0,,1,,,,,0,,0,0,1,,4,,1,6,7,
JUN,Neoplasms,,,,,,0,,0,,,,,0,,0,0,1,,,,2,3,3,
JUN,Dis. Of blood & blood forming organs,,,,,,0,,0,,,,,0,,0,0,,,,,,0,0,
JUN,mental Disorders,2,3,,,,0,,5,2,,,1,0,,0,3,5,10,,,1,16,24,
JUN,Dental disorders,5,9,7,,4,0,7,32,5,,8,8,0,47,21,89,5,45,1,1,9,61,182,
JUN,Dis. Of the skin,29,45,5,29,6,0,6,120,6,10,25,46,0,6,42,135,70,92,68,33,56,319,574,
JUN,Rheumatisim,29,33,11,29,8,0,89,199,8,17,72,61,0,16,20,194,45,16,58,25,38,182,575,
JUN,Congential Anomalis,1,,,,,0,,1,,,,,0,,,0,1,,,,,1,2,
JUN,Pyrexia of unknown origin,,,1,1,,0,,2,,,,,0,,,0,,,,,,0,2,
JUN,Poisoning,,,,,,0,,0,,3,2,,0,,,5,,,,,,0,5,
JUN,Accidents ( fructures & Burns),16,21,7,2,2,0,14,62,3,6,17,2,0,,10,38,24,53,33,3,9,122,222,
JUN,Typhoid ,1,,,,4,0,,5,1,14,94,3,0,5,22,139,,27,2,,,29,173,
JUN,Amebiasis,,,,,,0,,0,,,55,,0,,,55,,,61,,,61,116,
JUN,Diabetes,,,,,,0,,0,,,,,0,,,0,,,,,,0,0,
JUN,Epilepsy,,,,,,0,,0,,,,,0,,,0,,,,,,0,0,
JUN,SYPHILIS,,,,,,0,,0,,,,,0,,,0,,,,,,0,0,
JUN,HIV ,,,,,,0,,0,,,,,0,,,0,,,,,,0,0,
JUN,Assault,33,,,,5,0,,38,,,,,0,,,0,19,1,7,,,27,65,
JUN,Snake bite,9,,,,,0,,9,,,,2,0,,7,9,,,1,,,1,19,
JUN,Other bites,,,,,,0,,0,,,5,,0,,,5,,,,,1,1,6,
JUN,FOREIGN BODY,,,,,,0,,0,,,,,0,1,1,2,,,,,,0,2,
JUN,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0,
JUN,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0,
JUN,All other diseases,150,95,7,12,90,0,114,468,7,32,8,35,0,9,,91,52,316,48,40,3,459,1018,
JUN,TOTAL NEW CASES,1395,1015,219,650,374,0,1537,5190,440,409,720,517,0,226,523,2835,1331,1776,1013,430,776,5326,13351,
JUN,Re-attendances(Re-visits),401,200,56,73,209,0,395,1334,71,62,218,188,0,10,20,569,315,152,146,40,122,775,2678,
JUN,REFERRALS,,,,,1,0,1,2,4,,5,3,0,11,,23,5,,,,3,8,33,
JUN,No. of first Attendances,1339,521,123,469,,0,561,3013,348,361,384,,0,231,460,1784,664,1379,564,11,410,3028,7825,
JUN,Avrage dis. per Attendance,,,,,,0,,,,,,,0,,,,,,,,,,,
JUL,Diarhoheal Diseases,72,7,6,11,79,0,1,176,15,46,19,85,0,0,1,166,91,25,22,3,1,142,484,
JUL,Tuberculosis,,,,,,0,,0,,,,,0,0,,0,,3,,,,3,3,
JUL,Leprosy,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,Whoopng Cough,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,Meningitis,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,Tetenus,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,Poliomyelitis,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,chicken Pox,29,8,4,2,26,0,27,96,,7,,19,0,0,22,48,40,7,6,,3,56,200,
JUL,Measles,2,,,,1,0,2,5,,,,,0,0,,0,,,,,,0,5,
JUL,Infections Hepatitis,,,,,,0,,0,,,,,0,0,2,2,,1,,,,1,3,
JUL,Mumps,6,1,1,,23,0,25,56,2,1,1,4,0,0,15,23,,,1,,,1,80,
JUL,Malaria,605,811,72,266,560,0,811,3125,275,164,279,501,0,0,150,1369,913,359,526,218,387,2403,6897,
JUL,Gonorrhea,1,,,,,0,,1,,,,,0,0,,0,,4,12,,,16,17,
JUL,Urinary Tract Infections,11,2,5,13,19,0,24,74,4,7,6,3,0,0,7,27,3,63,3,,3,72,173,
JUL,Bilharzia,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,Intestinal Worms,26,203,10,126,19,0,204,588,17,39,52,196,0,0,85,389,180,231,114,34,143,702,1679,
JUL,Malnutrition,,,,,2,0,,2,,,,,0,0,,0,,,1,,,1,3,
JUL,Anaemia,1,,,,,0,,1,,8,,,0,0,,8,1,3,13,,,17,26,
JUL,Eye Infections,22,23,4,2,28,0,27,106,11,12,6,14,0,0,9,52,15,154,23,9,12,213,371,
JUL,Cataract,,,,,1,0,,1,,,,,0,0,,0,,,,,,0,1,
JUL,ear infectins,7,17,4,9,20,0,41,98,9,18,7,,0,0,1,35,57,40,32,7,6,142,275,
JUL,Dis. Of circulatory systems,3,,,,,0,,3,,,,,0,0,,0,2,,,,,2,5,
JUL,Dis of Respiratory systems,523,648,78,108,216,0,530,2103,209,40,80,383,0,0,81,793,260,355,144,59,168,986,3882,
JUL,Pneumonia,107,,4,26,89,0,32,258,,20,12,3,0,0,2,37,101,26,88,1,3,219,514,
JUL,Abortion,33,,,,1,0,,34,,,,,0,0,,0,,3,,,,3,37,
JUL,Dis. Of peuperium & child birth,,,,,,0,,0,,,,,0,0,,0,,,1,,3,4,4,
JUL,Neoplasms,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,Dis. Of blood & blood forming organs,,,,,,0,,0,,,,,0,0,1,1,,,,,,0,1,
JUL,mental Disorders,1,1,,,,0,,2,,,,,0,0,,0,6,9,4,,2,21,23,
JUL,Dental disorders,5,9,4,,16,0,13,47,5,3,12,14,0,0,13,47,4,128,4,4,17,157,251,
JUL,Dis. Of the skin,29,30,13,34,18,0,34,158,5,20,46,41,0,0,35,147,79,109,64,36,80,368,673,
JUL,Rheumatisim,29,46,15,53,20,0,110,273,2,25,54,56,0,0,28,165,58,8,73,37,57,233,671,
JUL,Congential Anomalis,,,,,2,0,,2,,,,,0,0,,0,,,,,,0,2,
JUL,Pyrexia of unknown origin,,,,,2,0,,2,,,,,0,0,,0,,,,,,0,2,
JUL,Poisoning,,,,2,,0,,2,,2,,,0,0,,2,,,,,,0,4,
JUL,Accidents ( fructures & Burns),13,3,7,1,,0,9,33,6,1,25,14,0,0,6,52,41,59,25,,24,149,234,
JUL,Typhoid ,10,,,,5,0,,15,,21,76,1,0,0,7,105,,29,7,,,36,156,
JUL,Amebiasis,,,,,,0,,0,,,61,,0,0,,61,,,86,,,86,147,
JUL,Diabetes,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,Epilepsy,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,SYPHILIS,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,HIV ,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,Assault,69,,,,3,0,,72,1,,,,0,0,,1,14,,,,,14,87,
JUL,Snake bite,,,,,,0,,0,1,,,,0,0,,1,,,,,,0,1,
JUL,Other bites,7,,,,3,0,,10,,,4,1,0,0,,5,,,,,1,1,16,
JUL,,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,,,,,,,0,,0,,,,,0,0,,0,,,,,,0,0,
JUL,All other diseases,108,137,5,29,84,0,198,561,8,46,,36,0,0,,90,137,300,59,57,2,555,1206,
JUL,TOTAL NEW CASES,1720,1922,231,683,678,0,2065,7299,564,487,740,550,0,0,467,2808,1980,1916,1331,444,924,6595,16702,
JUL,Re-attendances(Re-visits),482,323,66,104,335,0,573,1883,93,73,229,248,0,0,37,680,553,178,185,32,143,1091,3654,
JUL,REFERRALS,,,3,,3,0,1,7,1,,,2,0,0,,3,2,,,,2,4,14,
JUL,No. of first Attendances,1532,491,109,466,,0,814,3412,468,443,434,564,0,0,293,2202,708,1283,816,1,479,3287,8901,
JUL,Avrage dis. per Attendance,,,,,,0,,1,,,,,0,0,,1,,,,,,2,1,
AUG,Diarhoheal Diseases,53,11,13,3,13,22,0,3,118,18,42,12,67,0,,13,152,71,20,40,3,,134,404
AUG,Tuberculosis,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Leprosy,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Whoopng Cough,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Meningitis,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Tetenus,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Poliomyelitis,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,chicken Pox,24,,22,4,8,29,0,,87,2,10,1,52,0,5,21,91,22,3,,2,4,31,209
AUG,Measles,13,,,,,,0,,13,,,,,0,,2,2,,,,,,0,15
AUG,Infections Hepatitis,,,,,,,0,,0,,,,,0,,,0,,3,,,,3,3
AUG,Mumps,1,,2,,,13,0,11,27,,,,1,0,,5,6,,,,,1,1,34
AUG,Malaria,600,134,373,56,139,426,0,408,2136,203,138,244,459,0,128,139,1311,554,203,363,85,222,1427,4874
AUG,Gonorrhea,1,,1,,,0,0,,2,,,1,,0,,,1,,3,,,,3,6
AUG,Urinary Tract Infections,1,5,2,2,20,4,0,7,41,5,8,12,6,0,3,12,46,12,64,11,,3,90,177
AUG,Bilharzia,,,,,,0,0,,0,,,,,0,,,0,,1,,,,1,1
AUG,Intestinal Worms,64,,108,12,58,64,0,93,399,28,29,46,216,0,38,141,498,129,185,108,5,96,523,1420
AUG,Malnutrition,,,,,,0,0,,0,3,,,,0,,,3,,,3,,,3,6
AUG,Anaemia,,,,,,0,0,,0,4,3,2,,0,,,9,,1,7,,,8,17
AUG,Eye Infections,26,3,14,6,,28,0,19,96,11,12,3,9,0,,5,40,18,64,21,4,7,114,250
AUG,Cataract,,,,,,0,0,,0,1,,,,0,,,1,,,,,,0,1
AUG,ear infectins,6,3,9,5,,24,0,15,62,6,9,6,24,0,,7,52,35,20,14,3,5,77,191
AUG,Dis. Of circulatory systems,,,,,,0,0,,0,,,2,,0,1,,3,,,,,,0,3
AUG,Dis of Respiratory systems,660,98,258,51,34,304,0,249,1654,11,77,57,365,0,,85,595,146,228,92,39,122,627,2876
AUG,Pneumonia,28,,2,2,,31,0,1,64,3,15,17,3,0,5,8,51,25,26,194,,1,246,361
AUG,Abortion,,,,,,,0,,0,,,,,0,,,0,,8,,,,8,8
AUG,Dis. Of peuperium & child birth,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Neoplasms,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Dis. Of blood & blood forming organs,,,,,,,0,,0,,,,,0,,,0,2,,,,,2,2
AUG,mental Disorders,4,,,,,,0,,4,1,,,,0,,,1,1,2,,,,3,8
AUG,Dental disorders,,1,6,8,,8,0,17,40,3,,13,10,0,45,8,79,,150,11,2,21,184,303
AUG,Dis. Of the skin,82,34,23,,31,10,0,2,182,4,7,25,69,0,,14,119,72,72,,8,56,208,509
AUG,Rheumatisim,39,26,29,12,25,2,0,55,188,16,33,65,34,0,16,10,174,63,3,30,13,33,142,504
AUG,Congential Anomalis,,,,,,,0,,0,0,,,,0,,,0,,,,,,0,0
AUG,Pyrexia of unknown origin,,,,,,,0,,0,5,,,,0,,1,6,,,,,,0,6
AUG,Poisoning,,,,,,1,0,,1,,,1,,0,,,1,,,,,,0,2
AUG,Accidents ( fructures & Burns),25,,15,11,,4,0,4,59,8,6,28,13,0,,2,57,30,59,19,,14,122,238
AUG,Typhoid ,7,,,,,,0,,7,,14,69,1,0,21,31,136,,23,,,,23,166
AUG,Amebiasis,,,,,,,0,,0,,,48,,0,,,48,,,,,,0,48
AUG,Diabetes,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Epilepsy,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,SYPHILIS,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,HIV ,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,Assault,93,,,,,,0,,93,4,,,,0,,,4,22,1,7,,,30,127
AUG,Snake bite,9,,,,,,0,,9,,,,,0,,,0,,,,,,0,9
AUG,Other bites,,,,,,1,0,,1,,,8,,0,,,8,,,1,,,1,10
AUG,FOREIGN BODY,,,,,,,0,,0,3,,,,0,,1,4,,,,,1,1,5
AUG,,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,,,,,,,,0,,0,,,,,0,,,0,,,,,,0,0
AUG,All other diseases,143,71,96,2,56,74,0,60,502,,51,9,41,0,5,4,110,56,231,17,2,5,311,923
AUG,TOTAL NEW CASES,1882,386,904,179,345,592,0,949,5237,331,453,675,867,0,269,509,3104,1122,1370,301,173,591,3557,11898
AUG,Re-attendances(Re-visits),423,1,192,57,201,329,0,521,1724,71,103,263,247,0,7,42,733,304,132,149,7,84,676,3133
AUG,REFERRALS,,,,2,,1,0,,3,4,,4,4,0,,0,12,5,,7,,1,13,28
AUG,No. of first Attendances,1267,169,346,94,61,,0,552,2489,232,406,397,628,0,137,319,2119,645,915,456,,317,2333,6941
AUG,Avrage dis. per Attendance,,,,,,,0,,1,,,,,0,,,1,,,,,,1,1
SEP,Diarhoheal Diseases,51,22,10,14,54,0,0,151,25,56,9,71,,,7,168,88,48,26,,6,168,487,
SEP,Tuberculosis,,,,,0,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Leprosy,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Whoopng Cough,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Meningitis,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Tetenus,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Poliomyelitis,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,chicken Pox,11,,2,,20,0,0,33,,1,7,43,,1,3,55,36,1,21,,12,70,158,
SEP,Measles,2,20,,,,0,0,22,,,,,,0,1,1,,3,,,,3,26,
SEP,Infections Hepatitis,,,,,,0,0,0,,,,,,1,,1,,,,,,0,1,
SEP,Mumps,,4,,,,0,0,4,,,1,,,1,,2,,,4,,,4,10,
SEP,Malaria,455,857,75,237,509,0,0,2133,250,136,174,511,93,68,151,1383,805,304,443,,364,1916,5432,
SEP,Gonorrhea,,,,,,0,0,0,0,6,1,,,0,,7,,3,2,,,5,12,
SEP,Urinary Tract Infections,4,7,3,2,14,0,0,30,15,9,7,8,,2,6,47,17,54,8,,4,83,160,
SEP,Bilharzia,,,,,,0,0,0,0,,,,,0,,0,,,,,,0,0,
SEP,Intestinal Worms,24,209,15,87,,0,0,335,91,40,32,290,,24,201,678,176,194,125,,127,622,1635,
SEP,Malnutrition,2,,,,,0,0,2,2,,,,,,,2,,,8,,,8,12,
SEP,Anaemia,1,,,,,0,0,1,1,9,1,,,,,11,,,22,,,22,34,
SEP,Eye Infections,22,53,4,14,,0,0,93,10,14,,25,4,1,,54,34,98,18,,11,161,308,
SEP,Cataract,1,,,,,0,0,1,3,,,,,,,3,,,,,1,1,5,
SEP,ear infectins,10,13,3,11,,0,0,37,16,9,7,36,2,3,8,81,43,33,34,,6,116,234,
SEP,Dis. Of circulatory systems,11,,,,,0,0,11,0,,3,,,,,3,,,117,,,117,131,
SEP,Dis of Respiratory systems,354,716,60,115,314,0,0,1559,97,67,36,346,,,101,647,259,276,45,,133,713,2919,
SEP,Pneumonia,50,,2,2,14,0,0,68,4,19,7,6,34,2,2,74,55,13,,,,68,210,
SEP,Abortion,1,,,,,0,0,1,,,,,,,,0,,4,,,,4,5,
SEP,Dis. Of peuperium & child birth,1,,,,,0,0,1,,,,,,,,0,,,,,2,2,3,
SEP,Neoplasms,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Dis. Of blood & blood forming organs,,,,,,0,0,0,,,,,,,,0,5,,,,,5,5,
SEP,mental Disorders,1,2,,,,0,0,3,1,,,3,,,,4,4,6,,,2,12,19,
SEP,Dental disorders,45,10,9,1,3,0,0,68,18,8,7,7,1,42,18,101,3,149,2,,18,172,341,
SEP,Dis. Of the skin,45,102,7,64,24,0,0,242,0,19,28,85,30,4,4,170,123,97,102,,70,392,804,
SEP,Rheumatisim,,56,,20,19,0,0,95,34,25,46,90,32,12,24,263,79,3,49,,47,178,536,
SEP,Congential Anomalis,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Pyrexia of unknown origin,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Poisoning,1,,,,,0,0,1,,,,,,,,0,1,,,,,1,2,
SEP,Accidents ( fructures & Burns),21,27,3,,2,0,0,53,4,7,15,16,1,1,14,58,48,62,25,,19,154,265,
SEP,Typhoid ,,,,,,0,0,0,2,16,49,2,,,50,119,,38,1,,,39,158,
SEP,Amebiasis,,,,,,0,0,0,,8,54,,,,,62,,,,,,0,62,
SEP,Diabetes,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Epilepsy,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,SYPHILIS,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,HIV ,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Assault,36,,,,,0,0,36,5,,,,,,,5,20,,4,,,24,65,
SEP,Snake bite,4,,,,,0,0,4,,,,,,,,0,,,2,,,2,6,
SEP,Other bites,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,Dog bite,3,,,,,0,0,3,,,,1,,,,1,,,,,,0,4,
SEP,,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,,,,,,,0,0,0,,,,,,,,0,,,,,,0,0,
SEP,All other diseases,163,156,10,121,154,0,0,604,0,57,21,13,61,17,83,252,43,279,28,,6,356,1212,
SEP,TOTAL NEW CASES,1423,2259,198,,564,0,0,4444,543,489,505,198,132,182,674,2723,,1670,1084,,827,3581,10748,
SEP,Re-attendances(Re-visits),439,403,59,,373,0,0,1274,126,100,154,59,11,4,35,489,411,153,180,,127,871,2634,
SEP,REFERRALS,,,,,,0,0,0,3,,1,3,0,2,,9,1,,,,,1,10,
SEP,No. of first Attendances,1218,757,86,,191,0,0,2252,414,462,305,86,132,178,390,1967,788,1180,674,,437,3079,7298,
SEP,Average dis. per Attendance,,,,,,0,0,1,,,,,,,,1,,,,,,1,1,
OCT,Diarhoheal Diseases,74,,9,6,11,56,0,2,158,12,46,15,56,8,12,2,151,84,20,32,1,12,149,458
OCT,Tuberculosis,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,Leprosy,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,Whoopng Cough,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,Meningitis,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,Tetenus,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,Poliomyelitis,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,chicken Pox,18,,19,3,,8,0,,48,,1,2,48,,23,11,85,25,1,15,,23,64,197
OCT,Measles,2,,,,,,0,,2,,,,,,,,0,,,,,,0,2
OCT,Infections Hepatitis,,,,,,,0,,0,,,,,,,,0,,,,,1,1,1
OCT,Mumps,,,6,,,,0,4,10,1,,1,2,,1,,5,,,4,,,4,19
OCT,Malaria,539,,442,67,186,405,0,234,1873,132,145,131,487,166,426,146,1633,663,267,311,145,299,1685,5191
OCT,Gonorrhea,,,,,,,0,,0,0,4,,2,,,,6,3,,1,,,4,10
OCT,Urinary Tract Infections,25,,8,5,16,5,0,16,75,13,5,7,4,,20,,49,8,38,2,,7,55,179
OCT,Bilharzia,,,,,,,0,,0,0,1,,,,,,1,,,,,,0,1
OCT,Intestinal Worms,22,,130,9,94,28,0,65,348,21,30,29,204,47,159,153,643,184,204,90,31,138,647,1638
OCT,Malnutrition,,,,,,,0,,0,11,,,,,,,11,,,2,,,2,13
OCT,Anaemia,1,,,,,,0,2,3,0,7,,,,,,7,1,1,7,,,9,19
OCT,Eye Infections,10,,24,2,15,16,0,,67,12,15,4,18,3,20,2,74,22,107,8,7,8,152,293
OCT,Cataract,,,,,,,0,5,5,0,,,,2,21,,23,46,,,,,46,74
OCT,ear infectins,12,,18,2,11,41,0,,84,19,14,7,23,77,2,2,144,1,22,12,5,2,42,270
OCT,Dis. Of circulatory systems,4,,,,,,0,,4,0,,,,,,,0,184,,,,,184,188
OCT,Dis of Respiratory systems,591,,262,59,101,217,0,84,1314,156,48,24,408,,256,83,975,66,203,110,37,256,672,2961
OCT,Pneumonia,9,,,1,,24,0,,34,15,12,3,2,,3,1,36,,4,55,,3,62,132
OCT,Abortion,,,1,,,,0,,1,,1,,,,1,,2,,3,2,,1,6,9
OCT,Dis. Of peuperium & child birth,,,1,,,,0,,1,,,,,,4,,4,,,,,4,4,9
OCT,Neoplasms,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,Dis. Of blood & blood forming organs,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,mental Disorders,3,,,,,,0,,3,3,,,5,,,,8,4,1,,,,5,16
OCT,Dental disorders,,,5,4,,6,0,,15,1,7,8,21,1,13,2,53,,107,,2,12,121,189
OCT,Dis. Of the skin,41,,81,8,43,,0,37,210,12,13,27,81,2,48,2,185,60,80,79,39,48,306,701
OCT,Rheumatisim,57,,38,11,44,,0,44,194,30,27,29,79,,23,34,222,64,25,41,4,23,157,573
OCT,Congential Anomalis,,,,,,,0,,0,0,,,,,,,0,,,,,,0,0
OCT,Pyrexia of unknown origin,,,,,,,0,,0,1,,,,,,,1,,,,,,0,1
OCT,Poisoning,,,,,,,0,,0,0,3,,,,,,3,,1,,,,1,4
OCT,Accidents ( fructures & Burns),4,,29,6,10,6,0,11,66,3,,20,20,,19,5,67,38,33,24,,16,111,244
OCT,Typhoid ,8,,,,,,0,,8,5,14,47,1,,5,47,119,,38,,,,38,165
OCT,Amebiasis,,,,,,,0,,0,,,38,,,,,38,,,,,,0,38
OCT,Diabetes,,,,,,,0,,0,,2,,,,,,2,,,,,,0,2
OCT,Epilepsy,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,SYPHILIS,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,HIV ,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,Assault,,,,,,,0,,0,1,,,,,1,,2,29,3,,,,32,34
OCT,Snake bite,,,,,,,0,,0,,,,,,2,,2,,,,,,0,2
OCT,Other bites,6,,,,,,0,,6,,,2,1,,2,,5,,,,,1,1,12
OCT,foreign body,10,,,,,,0,,10,,,,12,,,,12,,,,,,0,22
OCT,,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,,,,,,,,0,,0,,,,,,,,0,,,,,,0,0
OCT,All other diseases,200,,108,,88,126,0,37,559,27,40,7,16,,38,108,236,87,170,99,37,11,404,1199
OCT,TOTAL NEW CASES,1734,,1202,188,608,450,0,681,4863,471,433,401,495,300,1260,501,3861,1569,1329,900,299,789,4886,13610
OCT,Re-attendances(Re-visits),501,,291,,241,356,0,254,1643,34,77,110,391,208,198,21,1039,413,128,116,15,164,836,3518
OCT,REFERRALS,,,,55,,12,0,,67,0,,,53,23,1,,77,12,,,,,12,156
OCT,No. of first Attendances,1355,,444,109,,,0,368,2276,358,397,259,527,,680,308,2529,602,877,488,,322,2289,7094
OCT,Avrage dis. per Attendance,,,,,,,0,,1,,,,,2,,,1,,,1,,,2,1
NOV,Diarhoheal Diseases,93,20,12,9,22,0,1,157,17,46,7,62,13,0,3,148,169,27,25,,8,229,534,
NOV,Tuberculosis,1,,,,,0,,1,,,,,,0,,0,,,,,2,2,3,
NOV,Leprosy,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Whoopng Cough,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Meningitis,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Tetenus,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Poliomyelitis,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,chicken Pox,4,11,2,,14,0,1,32,1,,3,20,,0,7,31,6,1,8,,11,26,89,
