Month,DISEASES,THARAKA DIST HOSP,RUUNGU DISP MISSION,NKONDI DISP GOK,JOSAN DISP PRIVATE,GATUNGA DISP MISSION,KANYURU DISP GOK,SUB-TOTAL,KATHANGACINI DISP,MUKOTHIMA HC MISSION,KAGENI DISP PRIVATE,THANANTU DISP NGO,SUB-TOTAL,CHIAKARIGA HC GOK,ST ORSOLA HOSP MISSION,TUNYAI DISP GOK,MATERI GIRLS DISP MISSION,KAMANYAKI DISP GOK,SUB-TOTAL,GRAND TOTAL
July,Mumps,4,,9,,,,13,,,,,0,1,,,,,1,14
July,Malaria,862,76,932,100,282,100,2352,391,147,238,103,879,858,358,870,197,616,2899,6130
July,Gonorrhea,0,,,,,,0,,,1,,1,,7,,,,7,8
July,Urinary Tract Infections,6,1,4,3,,3,17,5,,10,7,22,5,42,14,1,3,65,104
July,Bilharzia,1,,,,,,1,,,,,0,,,,,,0,1
July,Intestinal Worms,74,50,275,5,68,5,477,35,91,60,36,222,108,247,189,36,152,732,1431
July,Malnutrition,0,,,,,,0,,,,2,2,,1,,,,1,3
July,Anaemia,4,,,,2,,6,,,,7,7,1,8,,,,9,22
July,Eye Infections,37,7,23,5,14,5,91,12,,2,3,17,19,36,21,11,23,110,218
July,Cataract,0,,,,,,0,,,,,0,1,,,,,1,1
July,ear infectins,11,4,27,21,6,28,97,14,,3,7,24,1,34,21,1,18,75,196
July,Dis. Of circulatory systems,3,48,,,2,,53,,,1,,1,29,,,,,29,83
July,Dis of Respiratory systems,773,17,499,509,82,592,2472,162,136,54,32,384,429,372,509,72,335,1717,4573
July,Pneumonia,12,,6,4,10,,32,1,,11,20,32,2,8,4,4,,18,82
July,Abortion,4,,1,,,,5,,,,,0,40,2,,,,42,47
July,Dis. Of peuperium & child birth,0,,,3,1,,4,1,,,,1,2,,3,,,5,10
July,Neoplasms,0,,,,,,0,,,,,0,0,,,,,0,0
July,Dis. Of blood & blood forming organs,0,,,,,,0,,,,,0,2,,,,,2,2
July,mental Disorders,1,,4,3,,,8,,,,,0,1,,3,,1,5,13
July,Dental disorders,7,4,12,7,,,30,23,,21,9,53,7,9,7,3,16,42,125
July,Dis. Of the skin,64,,67,83,39,9,262,62,23,36,16,137,78,164,83,13,58,396,795
July,Rheumatisim,32,,94,59,7,30,222,23,20,31,27,101,47,3,59,31,20,160,483
July,Congential Anomalis,0,,,,,83,83,,,1,,1,,,,,,0,84
July,Pyrexia of unknown origin,0,,,,,,0,,,,,0,,,,,,0,0
July,Poisoning,0,,,,,,0,,,1,,1,,,,,,0,1
July,Accidents ( fructures & Burns),17,,41,29,27,30,144,6,,12,6,24,26,45,29,,26,126,294
July,Typhoid ,,,,,,,0,,,,,0,,,,,,0,0
July,Amebiasis,,,,,,,0,,,,,0,,,,,,0,0
July,Diabetes,,,,,,,0,,,,,0,,,,,,0,0
July,Epilepsy,,,,,,,0,,,,,0,,,,,,0,0
July,SYPHILIS,,,,,,,0,,,,,0,,,,,,0,0
July,HIV ,,,,,,,0,,,,,0,,,,,,0,0
July,Assault,,,,,,,0,,,,,0,,,,,,0,0
July,Snake bite,,,,,,,0,,,,,0,,,,,,0,0
July,Other bites,,,,,,,0,,,,,0,,,,,,0,0
July,,,,,,,,0,,,,,0,,,,,,0,0
July,,,,,,,,0,,,,,0,,,,,,0,0
July,,,,,,,,0,,,,,0,,,,,,0,0
July,All other diseases,140,,127,30,47,94,438,45,114,74,23,256,75,347,30,48,9,509,1203
July,TOTAL NEW CASES,2092,208,2152,,,1009,5461,832,583,581,303,2299,1800,1718,1863,423,1308,7112,14872
July,Re-attendances(Re-visits),277,137,435,108,106,604,1667,67,165,153,33,418,462,247,206,26,294,1235,3320
July,REFERRALS,2,0,0,0,0,0,2,3,0,1,0,4,0,0,9,0,4,13,19
July,No. of first Attendances,1365,,801,143,375,874,3558,,551,392,142,1085,784,1245,774,12,517,3332,7975
July,Avrage dis. per Attendance,1,2,2,,,1,,12,1,1,2,,1,1,2,11,2,,
August,Diarhoheal Diseases,32,,11,5,130,17,195,30,74,10,11,125,75,44,39,7,20,185,505
August,Tuberculosis,,,,,,,0,,2,,,2,,1,,,,1,3
August,Leprosy,,,,,,,0,,0,,,0,,,,,,0,0
August,Whoopng Cough,,,,,,,0,,0,,,0,,,,,,0,0
August,Meningitis,,,,,,,0,,0,,,0,,,,,,0,0
August,Tetenus,,,,,,,0,,0,,,0,,,,,,0,0
August,Poliomyelitis,,,,,,,0,,0,,,0,,,,,,0,0
August,chicken Pox,19,,42,,,1,62,,5,2,,7,7,2,7,1,3,20,89
August,Measles,9,,,,,,9,,0,0,,0,0,0,0,,1,1,10
August,Infections Hepatitis,0,,,,,,0,,3,0,,3,0,2,0,,,2,5
August,Mumps,4,,13,,4,,21,7,0,0,,7,1,0,1,,,2,30
August,Malaria,580,35,749,88,228,667,2347,293,94,214,96,697,674,297,708,125,542,2346,5390
August,Gonorrhea,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,3
August,Urinary Tract Infections,7,1,4,5,9,13,39,1,6,16,7,30,6,60,11,0,7,84,153
August,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,Intestinal Worms,52,14,178,11,37,112,404,20,48,51,32,151,127,219,187,29,162,724,1279
August,Malnutrition,1,0,0,0,1,0,2,0,5,0,0,5,0,0,0,0,0,0,7
August,Anaemia,0,0,1,0,0,0,1,0,3,0,0,3,2,3,2,1,0,8,12
August,Eye Infections,23,3,20,4,8,35,93,22,4,4,2,32,19,26,20,2,8,75,200
August,Cataract,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,1
August,ear infectins,17,0,20,3,6,,46,2,7,2,10,21,13,36,22,1,7,79,146
August,Dis. Of circulatory systems,1,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,1,2
August,Dis of Respiratory systems,597,15,349,61,70,343,1435,137,84,32,39,292,272,266,282,40,331,1191,2918
August,Pneumonia,1,3,3,1,,,8,5,0,4,1,10,33,11,6,3,0,53,71
August,Abortion,1,,1,,,,2,,0,1,0,1,1,1,0,0,0,2,5
August,Dis. Of peuperium & child birth,1,,0,,,,1,,2,0,0,2,2,1,0,0,5,8,11
August,Neoplasms,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0
August,Dis. Of blood & blood forming organs,0,,0,,,,0,,,0,0,0,0,0,1,0,0,1,1
August,mental Disorders,1,,10,,,,11,,,0,0,0,1,1,2,0,1,5,16
August,Dental disorders,1,,0,4,,17,22,9,,17,4,30,1,0,5,5,18,29,81
August,Dis. Of the skin,48,1,41,11,5,22,128,29,19,22,27,97,68,110,80,12,70,340,565
August,Rheumatisim,23,2,94,19,17,42,197,26,32,42,30,130,36,30,47,11,41,165,492
August,Congential Anomalis,0,0,0,0,19,,19,,3,0,0,3,0,0,0,,0,0,22
August,Pyrexia of unknown origin,0,0,0,0,,,0,,0,0,0,0,0,0,0,,0,0,0
August,Poisoning,0,0,0,0,,3,3,,0,3,0,3,0,0,0,,0,0,6
August,Accidents ( fructures & Burns),18,1,30,7,,12,68,4,2,13,3,22,29,32,24,,21,106,196
August,Typhoid ,,,,,,,0,,,,,0,,,,,,0,0
August,Amebiasis,,,,,,,0,,,,,0,,,,,,0,0
August,Diabetes,,,,,,,0,,,,,0,,,,,,0,0
August,Epilepsy,,,,,,,0,,,,,0,,,,,,0,0
August,SYPHILIS,,,,,,,0,,,,,0,,,,,,0,0
August,HIV ,,,,,,,0,,,,,0,,,,,,0,0
August,Assault,,,,,,,0,,,,,0,,,,,,0,0
August,Snake bite,,,,,,,0,,,,,0,,,,,,0,0
August,Other bites,,,,,,,0,,,,,0,,,,,,0,0
August,,,,,,,,0,,,,,0,,,,,,0,0
August,,,,,,,,0,,,,,0,,,,,,0,0
August,,,,,,,,0,,,,,0,,,,,,0,0
August,All other diseases,225,14,114,2,57,51,463,31,68,51,17,167,39,330,29,21,15,434,1064
August,TOTAL NEW CASES,1661,89,1680,221,591,1335,5577,617,461,484,279,1841,1407,1473,1474,258,1253,5865,13283
August,Re-attendances(Re-visits),280,22,399,88,,136,925,65,28,136,57,286,373,180,347,19,336,1255,2466
August,REFERRALS,0,0,0,2,,1,3,8,3,1,0,12,13,0,9,0,7,29,44
August,No. of first Attendances,1105,29,620,,,348,2102,381,431,348,174,1334,608,1112,719,9,458,2906,6342
August,Avrage dis. per Attendance,1,2,2,3,#DIV/0!,3,,1,1,1,1,,1,1,1,9,2,,
September,Diarhoheal Diseases,19,,26,9,25,19,98,42,20,17,9,88,98,19,54,9,28,208,394
September,Tuberculosis,1,,,,1,,2,,,,,0,,,,,,0,2
September,Leprosy,,,,,,,0,,,,,0,,,,,,0,0
September,Whoopng Cough,,,,,,,0,,,,,0,,,,,,0,0
September,Meningitis,,,,,,,0,,,,,0,,,,,,0,0
September,Tetenus,,,,,,,0,,,,,0,,,,,,0,0
September,Poliomyelitis,,,,,,,0,,,,,0,,1,,,,1,1
September,chicken Pox,9,,43,5,,5,62,5,,2,1,8,5,1,17,22,2,47,117
September,Measles,5,,3,,,0,8,0,,,,0,,0,,0,,0,8
September,Infections Hepatitis,0,,0,,,0,0,0,,,,0,,0,,0,,0,0
September,Mumps,5,,5,,,2,12,1,,,,1,,2,,0,,2,15
September,Malaria,565,49,948,146,189,900,2797,322,130,155,64,671,1250,73,819,149,547,2838,6306
September,Gonorrhea,0,0,0,0,0,0,0,1,2,0,1,4,0,2,0,0,0,2,6
September,Urinary Tract Infections,11,1,6,4,11,9,42,5,4,6,4,19,14,21,2,0,4,41,102
September,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,Intestinal Worms,38,29,224,16,63,200,570,63,60,46,38,207,204,212,186,33,185,820,1597
September,Malnutrition,1,0,0,0,0,0,1,2,0,0,0,2,0,0,5,0,0,5,8
September,Anaemia,0,0,0,0,0,0,0,0,2,0,0,2,0,1,4,0,0,5,7
September,Eye Infections,19,6,26,5,15,24,95,19,15,2,10,46,19,25,32,7,22,105,246
September,Cataract,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2
September,ear infectins,10,0,30,,10,35,85,8,13,3,11,35,455,30,31,4,14,534,654
September,Dis. Of circulatory systems,4,0,0,,0,0,4,0,0,0,0,0,31,0,0,1,0,32,36
September,Dis of Respiratory systems,500,26,508,59,55,475,1623,168,57,27,31,283,,275,437,34,300,1046,2952
September,Pneumonia,2,5,2,0,2,0,11,3,11,7,4,25,,9,12,2,2,25,61
September,Abortion,4,,,,,,4,,0,,,0,1,,5,,,6,10
September,Dis. Of peuperium & child birth,0,,,,,,0,,1,,,1,1,,21,,,22,23
September,Neoplasms,0,,,,,,0,,,,,0,,,0,,,0,0
September,Dis. Of blood & blood forming organs,0,,,,,,0,,,,,0,,,0,,,0,0
September,mental Disorders,1,,2,1,1,,5,,,,,0,,,0,,,0,5
September,Dental disorders,4,,14,6,7,16,47,7,,18,4,29,1,7,9,,17,34,110
September,Dis. Of the skin,42,2,64,10,14,27,159,36,9,38,33,116,79,155,116,1,103,454,729
September,Rheumatisim,48,10,12,13,30,119,232,34,14,29,25,102,80,23,136,5,35,279,613
September,Congential Anomalis,0,,,,,,0,,0,0,,0,,,0,0,,0,0
September,Pyrexia of unknown origin,0,,,,,,0,0,0,0,,0,,,0,0,,0,0
September,Poisoning,1,,,,,,1,0,4,1,,5,,,0,0,,0,6
September,Accidents ( fructures & Burns),15,6,39,3,10,6,79,7,4,21,11,43,30,48,48,1,24,151,273
September,Typhoid ,,0,,,,,0,,0,,,0,,,0,0,,0,0
September,Amebiasis,,0,,,,,0,,0,,,0,,,0,0,,0,0
September,Diabetes,,,,,,,0,,,,,0,,,,,,0,0
September,Epilepsy,,,,,,,0,,,,,0,,,,,,0,0
September,SYPHILIS,,,,,,,0,,,,,0,,,,,,0,0
September,HIV ,,,,,,,0,,,,,0,,,,,,0,0
September,Assault,9,,,,,,9,1,,,,1,15,,,,,15,25
September,Snake bite,,,,,,,0,,,,,0,,,,,,0,0
September,Other bites,,,,,17,,17,,,,,0,,,,,,0,17
September,,,,,,,,0,,,,,0,,,,,,0,0
September,,,,,,,,0,,,,,0,,,,,,0,0
September,,,,,,,,0,,,,,0,,,,,,0,0
September,All other diseases,285,13,125,,40,184,647,41,129,47,26,243,109,415,11,17,9,561,1451
September,TOTAL NEW CASES,1598,147,2077,277,490,2021,6610,765,475,419,272,1931,2394,1319,1945,285,1292,7235,15776
September,Re-attendances(Re-visits),315,54,486,87,69,746,1757,33,119,102,73,327,518,220,397,5,343,1483,3567
September,REFERRALS,0,0,0,1,0,4,5,0,0,2,0,2,6,0,0,0,2,8,15
September,No. of first Attendances,1122,0,814,102,310,780,3128,,440,275,181,896,925,1377,959,11,466,3738,7762
September,Average dis. per Attendance,1,3,2,1,1,1,,23,1,1,1,,2,1,1,18,2,,
October,Diarhoheal Diseases,31,1,16,10,25,14,97,33,18,8,9,68,105,40,61,8,19,233,398
October,Tuberculosis,,,,,,,0,,,,,0,,2,,,,2,2
October,Leprosy,,,,,,,0,,,,,0,,,,,,0,0
October,Whoopng Cough,,,,,,,0,,,,,0,,,,,,0,0
October,Meningitis,,,,,,,0,,,,,0,,,,,,0,0
October,Tetenus,,,,,,,0,,,,,0,,,,,,0,0
October,Poliomyelitis,,,,,,,0,,,,,0,,,,,,0,0
October,chicken Pox,,,20,,,4,24,,,3,,3,,1,17,5,7,30,57
October,Measles,,,10,,,,10,4,9,0,,13,,0,3,0,0,3,26
October,Infections Hepatitis,,,0,,,,0,0,0,0,,0,,0,0,0,0,0,0
October,Mumps,4,,1,,1,,6,1,0,0,,1,1,6,0,0,0,7,14
October,Malaria,640,59,656,84,168,623,2230,307,113,148,97,665,1083,353,666,116,518,2736,5631
October,Gonorrhea,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,1
October,Urinary Tract Infections,16,1,10,2,13,5,47,2,0,17,0,19,14,6,6,0,0,26,92
October,Bilharzia,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,1,4
October,Intestinal Worms,93,29,133,17,41,160,473,34,76,41,0,151,220,156,128,26,131,661,1285
October,Malnutrition,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,5,5,23
October,Anaemia,1,0,0,0,2,0,3,0,1,1,0,2,0,2,4,0,0,6,11
October,Eye Infections,19,6,7,0,6,11,49,17,27,0,2,46,33,19,23,11,8,94,189
October,Cataract,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
October,ear infectins,13,5,17,7,12,23,77,6,20,3,,29,37,35,24,3,9,108,214
October,Dis. Of circulatory systems,5,0,0,0,1,0,6,0,0,0,,0,0,0,0,0,0,0,6
October,Dis of Respiratory systems,496,20,300,60,73,171,1120,168,57,31,39,295,426,336,376,61,275,1474,2889
October,Pneumonia,8,4,2,4,0,0,18,3,25,,5,33,20,4,16,6,0,46,97
October,Abortion,3,,0,0,0,0,3,0,0,,0,0,0,2,1,0,1,4,7
October,Dis. Of peuperium & child birth,0,,0,0,0,1,1,0,0,,0,0,1,0,13,0,4,18,19
October,Neoplasms,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
October,Dis. Of blood & blood forming organs,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
October,mental Disorders,1,,0,0,2,,3,0,0,,0,0,3,0,1,0,0,4,7
October,Dental disorders,1,1,7,4,9,6,28,4,11,8,23,46,0,5,5,2,14,26,100
October,Dis. Of the skin,52,17,41,10,13,18,151,50,30,21,27,128,82,120,99,56,64,421,700
October,Rheumatisim,39,4,84,11,25,,163,35,30,24,23,112,88,16,56,10,40,210,485
October,Congential Anomalis,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
October,Pyrexia of unknown origin,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
October,Poisoning,1,,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1
October,Accidents ( fructures & Burns),11,,28,8,21,33,101,8,9,14,8,39,27,38,40,3,13,121,261
October,Typhoid ,42,3,,0,0,,45,3,0,0,0,3,13,,,0,0,13,61
October,Amebiasis,,,,,,,0,,,,,0,,,,,,0,0
October,Diabetes,,,,,,,0,,,,,0,,,,,,0,0
October,Epilepsy,,,,,,,0,,,,,0,,,,,,0,0
October,SYPHILIS,,,,,,,0,,,,,0,,,,,,0,0
October,HIV ,,,,,,,0,,,,,0,,,,,,0,0
October,Assault,,,,,,,0,,,,,0,,,,,,0,0
October,Snake bite,,,,,,,0,,,,,0,,,,,,0,0
October,Other bites,,,,,,,0,,,,,0,,,,,,0,0
October,,,,,,,,0,,,,,0,,,,,,0,0
October,,,,,,,,0,,,,,0,,,,,,0,0
October,,,,,,,,0,,,,,0,,,,,,0,0
October,All other diseases,194,33,109,,26,101,463,54,64,52,14,184,73,277,10,29,3,392,1039
October,TOTAL NEW CASES,1670,183,1441,217,438,1170,5119,729,490,372,268,1859,2226,1419,1549,336,1111,6641,13619
October,Re-attendances(Re-visits),313,128,358,87,76,508,1470,38,45,93,58,234,539,145,385,24,308,1401,3105
October,REFERRALS,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,4,12,13
October,No. of first Attendances,1116,,553,124,266,661,2720,,298,262,162,722,840,1175,732,12,388,3147,6589
October,Avrage dis. per Attendance,1,1,2,1,1,1,,19,1,1,1,,2,1,1,9,2,,
November,Diarhoheal Diseases,16,2,5,12,15,3,53,35,18,7,20,80,67,6,38,7,16,134,267
November,Tuberculosis,,,,,,,0,,,,,0,,,,,,0,0
November,Leprosy,,,,,,,0,,,,,0,,,,,,0,0
November,Whoopng Cough,,,,,,,0,,,,,0,,,,,,0,0
November,Meningitis,,,,,,,0,,,,,0,,,,,,0,0
November,Tetenus,,,,,,,0,,,,,0,,,,,,0,0
November,Poliomyelitis,,,,,,,0,,,,,0,,,,,,0,0
November,chicken Pox,3,,18,4,2,2,29,,,1,,1,3,1,3,4,2,13,43
November,Measles,11,,11,12,,0,34,2,,0,,2,0,1,,,,1,37
November,Infections Hepatitis,0,,0,0,,0,0,0,,0,,0,0,2,,,,2,2
November,Mumps,3,,1,0,,1,5,1,,0,,1,1,0,,,,1,7
November,Malaria,418,37,439,86,139,351,1470,212,140,107,72,531,705,232,517,148,343,1945,3946
November,Gonorrhea,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,3
November,Urinary Tract Infections,5,0,4,3,12,4,28,3,1,5,3,12,4,12,7,0,3,26,66
November,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
November,Intestinal Worms,56,15,98,14,56,52,291,7,63,31,25,126,117,141,75,35,80,448,865
November,Malnutrition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
November,Anaemia,2,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,2,5
November,Eye Infections,17,2,10,5,15,3,52,9,10,5,1,25,14,6,31,6,6,63,140
November,Cataract,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
November,ear infectins,14,0,11,4,21,10,60,2,12,6,3,23,35,32,31,10,4,112,195
November,Dis. Of circulatory systems,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
November,Dis of Respiratory systems,578,20,213,52,60,160,1083,112,90,30,32,264,264,168,262,64,181,939,2286
November,Pneumonia,14,5,1,3,,,23,0,5,,9,14,25,6,29,1,0,61,98
November,Abortion,,,1,0,,,1,1,,,,1,1,1,0,,0,2,4
November,Dis. Of peuperium & child birth,,,0,0,,,0,,,,,0,1,0,10,,5,16,16
November,Neoplasms,,,0,0,,,0,,,,,0,0,0,0,,0,0,0
November,Dis. Of blood & blood forming organs,,,0,0,1,,1,,,1,,1,1,0,0,,0,1,3
November,mental Disorders,2,,5,5,1,,13,,,0,,0,2,0,0,,0,2,15
November,Dental disorders,4,1,6,0,2,3,16,8,,7,6,21,3,2,28,,8,41,78
November,Dis. Of the skin,62,9,43,7,34,0,155,27,11,17,20,75,74,86,69,42,48,319,549
November,Rheumatisim,49,2,55,,32,26,164,16,57,14,10,97,52,1,77,35,19,184,445
November,Congential Anomalis,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0
November,Pyrexia of unknown origin,0,0,0,,0,,0,0,0,0,,0,1,0,0,,0,1,1
November,Poisoning,0,0,0,,0,,0,0,2,0,,2,0,0,0,,0,0,2
November,Accidents ( fructures & Burns),14,1,29,9,17,20,90,2,5,13,3,23,38,18,55,,22,133,246
November,Typhoid ,,,,,0,0,0,0,,0,,0,,0,,,,0,0
November,Amebiasis,,,,,,,0,,,,,0,,,,,,0,0
November,Diabetes,,,,,,,0,,,,,0,,,,,,0,0
November,Epilepsy,,,,,,,0,,,,,0,,,,,,0,0
November,SYPHILIS,,,,,,,0,,,,,0,,,,,,0,0
November,HIV ,,,,,,,0,,,,,0,,,,,,0,0
November,Assault,6,,,,,,6,,,,,0,10,,,,,10,16
November,Snake bite,,,,,,,0,,,,,0,,,,,,0,0
November,Other bites,,,,,,,0,,,,,0,,,,,,0,0
November,,,,,,,,0,,,,,0,,,,,,0,0
November,,,,,,,,0,,,,,0,,,,,,0,0
November,,,,,,,,0,,,,,0,,,,,,0,0
November,All other diseases,181,12,121,3,30,56,403,54,157,10,8,229,77,107,8,37,4,233,865
November,TOTAL NEW CASES,1458,106,1071,219,438,691,3983,491,571,255,213,1530,1496,822,1241,390,741,4690,10203
November,Re-attendances(Re-visits),274,64,330,83,207,461,1419,45,120,36,32,233,,84,288,7,222,601,2253
November,REFERRALS,0,,0,0,0,8,8,0,0,3,0,3,7,0,0,2,1,10,21
November,No. of first Attendances,900,,349,121,202,149,1721,,417,183,116,716,,713,622,407,231,1973,4410
November,Avrage dis. per Attendance,1,2,2,1,1,1,,11,1,1,1,,#DIV/0!,1,1,1,2,,
December,Diarhoheal Diseases,17,1,15,8,9,8,58,11,26,4,8,49,83,13,39,2,14,151,258
December,Tuberculosis,,,,,,,0,,,,,0,,1,,,,1,1
December,Leprosy,,,,,,,0,,,,,0,,,,,,0,0
December,Whoopng Cough,,,,,,,0,,,,,0,,,,,,0,0
December,Meningitis,,,,,,,0,,,,,0,,,,,,0,0
December,Tetenus,,,,,,,0,,,,,0,,,,,,0,0
December,Poliomyelitis,,,,,,,0,,,,,0,,,,,,0,0
December,chicken Pox,13,0,8,,1,,22,,,3,,3,4,1,1,,1,7,32
December,Measles,3,0,2,7,,,12,3,,2,,5,0,0,0,,0,0,17
December,Infections Hepatitis,0,0,0,0,,,0,0,,0,,0,0,2,0,,0,2,2
December,Mumps,2,0,2,0,,,4,5,,0,,5,4,0,2,,0,6,15
December,Malaria,553,20,644,76,107,350,1750,296,121,98,61,576,673,278,605,65,442,2063,4389
December,Gonorrhea,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,4,5
December,Urinary Tract Infections,15,0,11,5,6,0,37,4,5,7,3,19,14,27,7,0,4,52,108
December,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
December,Intestinal Worms,32,7,137,6,50,59,291,27,43,27,20,117,141,172,114,16,109,552,960
December,Malnutrition,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,29,29
December,Anaemia,0,0,0,0,0,0,0,0,2,1,0,3,0,2,48,0,0,50,53
December,Eye Infections,14,1,10,4,8,4,41,12,9,0,2,23,18,15,26,1,5,65,129
December,Cataract,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
December,ear infectins,30,0,17,0,6,7,60,8,9,6,2,25,36,33,35,0,12,116,201
December,Dis. Of circulatory systems,2,0,0,0,0,0,2,0,0,0,19,19,3,0,0,0,0,3,24
December,Dis of Respiratory systems,515,3,333,66,62,118,1097,118,48,30,2,198,287,184,225,17,207,920,2215
December,Pneumonia,5,3,1,2,0,0,11,19,7,1,0,27,41,9,94,,0,144,182
December,Abortion,1,0,0,0,0,0,1,1,,0,0,1,0,2,0,,0,2,4
December,Dis. Of peuperium & child birth,0,0,1,0,1,0,2,2,,0,0,2,1,0,3,,1,5,9
December,Neoplasms,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
December,Dis. Of blood & blood forming organs,0,0,0,0,2,0,2,0,,0,0,0,0,0,0,,1,1,3
December,mental Disorders,0,2,3,0,0,0,5,1,,0,0,1,3,1,3,,0,7,13
December,Dental disorders,4,3,9,8,26,3,53,6,3,12,3,24,3,7,4,,8,22,99
December,Dis. Of the skin,107,0,75,14,27,29,252,64,7,35,22,128,105,142,149,14,75,485,865
December,Rheumatisim,31,0,58,10,36,11,146,16,12,20,12,60,57,6,84,2,19,168,374
December,Congential Anomalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
December,Pyrexia of unknown origin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
December,Poisoning,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,1
December,Accidents ( fructures & Burns),28,,32,3,17,22,102,3,9,19,5,36,25,22,47,,14,108,246
December,Typhoid ,,,0,0,0,,0,,,,,0,,,,,,0,0
December,Amebiasis,,,0,0,0,,0,,,,,0,,,,,,0,0
December,Diabetes,,,,,,,0,,,,,0,,,,,,0,0
December,Epilepsy,,,,,,,0,,,,,0,,,,,,0,0
December,SYPHILIS,,,,,,,0,,,,,0,,,,,,0,0
December,HIV ,,,,,,,0,,,,,0,,,,,,0,0
December,Assault,18,,,,,,18,2,,,,2,8,,,,,8,28
December,Snake bite,,,,,,,0,,,,,0,,,,,,0,0
December,Other bites,,,,,,,0,,,,,0,,,,,,0,0
December,,,,,,,,0,,,,,0,,,,,,0,0
December,,,,,,,,0,,,,,0,,,,,,0,0
December,,,,,,,,0,,,,,0,,,,,,0,0
December,All other diseases,189,12,123,2,18,56,400,59,78,23,8,168,187,158,5,9,12,371,939
December,TOTAL NEW CASES,1580,52,1481,214,376,667,4370,657,380,288,167,1492,1693,1077,1522,126,924,5342,11204
December,Re-attendances(Re-visits),357,13,368,62,128,238,1166,177,61,73,50,361,462,134,301,,299,1196,2723
December,REFERRALS,1,0,0,0,0,1,2,2,0,2,0,4,8,0,0,,4,12,18
December,No. of first Attendances,938,,503,55,208,283,1987,,329,211,98,638,634,816,681,,292,2423,5048
December,Avrage dis. per Attendance,1,4,2,2,1,1,,4,1,1,1,,2,1,2,#DIV/0!,2,,
